source,name,disposition,flag_confirmed,planet_class,ra,dec,pl_rade,pl_masse,pl_density,pl_orbper,pl_insol,pl_eqt,st_teff,st_logg,st_rad,stellar_flux_proxy,distance_pc,mag
TESS,TOI-2387.01,CANDIDATE,0,Neptune+,204103820.0,-648757100.0,15377473.0,21108568.218697384,3.200458730629499e-14,56601098.0,84276778878.0,123816484.0,118933000.0,3963080000.0,58598000000.0,6.87029020055964e+53,11118221321.0,3611289137.0
TESS,TOI-2388.01,CANDIDATE,0,Neptune+,1183883570.0,-637698120.0,46777347.0,56186414.21013607,3.026446005897075e-15,13442724.0,443806696.0,,81150000.0,,,,16515041046.0,17580840398.0
TESS,TOI-2389.01,CANDIDATE,0,Neptune+,3579623010.0,-191784800.0,14487311.0,20029460.392460726,3.6317360249251135e-14,23372423.0,115684008531.0,105103504.0,133922000.0,5265910000.0,53350000000.0,9.155383768337293e+53,12351886902.0,5501159381.0
TESS,TOI-239.01,CONFIRMED,1,Neptune+,3584084790.0,-101181180.0,39413609.0,48324643.56430505,4.3514943329778506e-15,41567834.0,48301859522.0,98517709.0,109774000.0,3535390000.0,63625000000.0,5.878324393824386e+53,14128217887.0,9416088632.0
TESS,TOI-2390.01,CANDIDATE,0,Neptune+,51286020.0,-613861740.0,15061152.0,20725986.38571736,3.344637143526771e-14,21192866.0,17012818142.0,84965052.0,113641000.0,6592010000.0,70220000000.0,8.22359733400096e+53,21779295950.0,53173634661.0
TESS,TOI-2391.01,CANDIDATE,0,Neptune+,101620560.0,-608804240.0,68077198.0,78170244.72311012,1.3659815369946536e-15,78369842.0,145329486121.0,214721115.0,129370000.0,8595090000.0,57748000000.0,9.341319107360373e+53,11643472682.0,4343612918.0
TESS,TOI-2392.01,CANDIDATE,0,Neptune+,837837030.0,-641166200.0,46720000.0,56125793.493758745,3.0343268928400285e-15,59123675.0,4160000000.0,32895200.0,103998000.0,3256080000.0,61873000000.0,4.478187748143225e+53,14310000000.0,6978600000.0
TESS,TOI-2393.01,CANDIDATE,0,Neptune+,329433520.0,-567562260.0,31840000.0,40051270.01296542,6.8407778826772514e-15,188418400.0,59700000000.0,90530400.0,120585000.0,3721800000.0,56030000000.0,6.637650722370551e+53,6530000000.0,303347000.0
TESS,TOI-2394.01,CANDIDATE,0,Neptune+,1788907690.0,-100291020.0,22360000.0,29345072.26275321,1.4471986881341972e-14,34977868.0,17900000000.0,34757500.0,119522000.0,2363630000.0,53560000000.0,5.85426724016961e+53,11050000000.0,2483890000.0
TESS,TOI-2395.01,CANDIDATE,0,Neptune+,1758793690.0,-72960910.0,40228111.0,49202376.85079295,4.16682765749321e-15,78686762.0,103359861660.0,118276114.0,117622000.0,4132200000.0,63940000000.0,7.825273090185602e+53,10367520296.0,2730364186.0
TESS,TOI-2396.01,CANDIDATE,0,Neptune+,1701500820.0,-261531360.0,13290000.0,18565300.50308587,4.3604912053994485e-14,15099302.0,22300000000.0,88910000.0,114944000.0,4696130000.0,57350000000.0,5.741324180398079e+53,15990000000.0,10878200000.0
TESS,TOI-2397.01,CANDIDATE,0,Neptune+,184967440.0,-68268420.0,39470000.0,48385481.94696082,4.338324830583232e-15,60032700.0,49200000000.0,75935400.0,120749000.0,3306840000.0,55270000000.0,6.4940122007746825e+53,11300000000.0,2715290000.0
TESS,TOI-2398.01,CANDIDATE,0,Neptune+,1737032850.0,-256047170.0,19610000.0,26144496.49872569,1.9114188998060576e-14,194061437.0,111500000000.0,87535700.0,116701000.0,1951530000.0,50990000000.0,4.822456666879391e+53,3980000000.0,41998600.0
TESS,TOI-2399.01,CANDIDATE,0,Neptune+,1754728370.0,-217967630.0,18140000.0,24411856.52330132,2.2547444943157162e-14,54681892.0,42900000000.0,112463000.0,117380000.0,6113590000.0,65970000000.0,8.261699393269992e+53,11090000000.0,2516500000.0
TESS,TOI-240.01,CANDIDATE,0,Neptune+,147549100.0,-441608690.0,42893299.0,52059826.439905055,3.6369953077055994e-15,194723016.0,17661828394.0,36117414.0,107011000.0,748810000.0,43330000000.0,2.462017117045564e+53,4534125095.0,99883786.0
TESS,TOI-2400.01,FALSE POSITIVE,0,Neptune+,1189372160.0,-542662680.0,14040000.0,19484221.356253285,3.881415233198863e-14,10339000.0,5200000000.0,53733800.0,107961000.0,4654610000.0,64440000000.0,5.641293013065661e+53,19930000000.0,26195900000.0
TESS,TOI-2401.01,CANDIDATE,0,Neptune+,1464472600.0,-254577370.0,36510000.0,45177522.72137837,5.117941160854699e-15,58681984.0,26390000000.0,181157000.0,90982000.0,3235060000.0,62940000000.0,2.714409676485685e+53,17040000000.0,14022700000.0
TESS,TOI-2402.01,CANDIDATE,0,Neptune+,1565277120.0,-172628140.0,28920000.0,36800565.63797955,8.38818504702201e-15,55094951.0,77000000000.0,85582500.0,122668000.0,3450030000.0,55190000000.0,6.8967729099924826e+53,9990000000.0,1659720000.0
TESS,TOI-2403.01,CONFIRMED,1,Neptune+,266329360.0,27003890.0,37636624.0,46402072.80010371,4.7985914357111876e-15,18098811.0,130335612701.0,219555549.0,90270600.0,1944590000.0,62782000000.0,2.6173126819972397e+53,21594341567.0,51390266250.0
TESS,TOI-2404.01,CANDIDATE,0,Neptune+,984421490.0,-741900980.0,45890238.0,55247658.034395784,3.1518193476600533e-15,203627410.0,11268782473.0,42523478.0,111464000.0,2957370000.0,61420000000.0,5.823151921029797e+53,7516301910.0,754289160.0
TESS,TOI-2405.01,CANDIDATE,0,Neptune+,451440660.0,-517935990.0,16873516.0,22905560.166773774,2.6286485731803488e-14,19792573.0,22356640941.0,41930997.0,125515000.0,1533320000.0,40010000000.0,3.9730096915071814e+53,9465097378.0,1896799154.0
TESS,TOI-2406.01,CONFIRMED,1,Neptune+,88060540.0,-33720830.0,12491751.0,17580390.622634333,4.972410085726093e-14,30766835.0,188485607395.0,27226180.0,143109000.0,554190000.0,31630000000.0,4.1962965494878055e+53,4102983965.0,66976166.0
TESS,TOI-2407.01,CONFIRMED,1,Neptune+,497465450.0,-464580250.0,16998642.0,23054967.81226083,2.5877970422369532e-14,27029187.0,51326782834.0,37942392.0,125264000.0,924366000.0,35960000000.0,3.1837904008436897e+53,6570962083.0,440592242.0
TESS,TOI-2408.01,CANDIDATE,0,Neptune+,182424100.0,-329660160.0,30610000.0,38686525.791222446,7.436663245276237e-15,94636148.0,50500000000.0,54554300.0,119205000.0,1863280000.0,49350000000.0,4.9175887016048305e+53,7870000000.0,637261000.0
TESS,TOI-2409.01,FA,0,Neptune+,443383990.0,-411917730.0,11129072.0,15881220.579690924,6.352071764674175e-14,129696927.0,40856845383.0,61709882.0,112711000.0,1875530000.0,50170000000.0,4.062126220759124e+53,6850551684.0,520502944.0
TESS,TOI-241.01,CONFIRMED,1,Neptune+,3541686960.0,-346113040.0,23006751.0,30090725.377651412,1.362307523514724e-14,13866519.0,142464665531.0,129811619.0,109571000.0,2329800000.0,62860000000.0,5.695492107706167e+53,16794050100.0,18799347662.0
TESS,TOI-2410.01,CANDIDATE,0,Earth-like,196268780.0,-0.056398,0.831,0.5041082303187496,4.843163059993073,0.7988525,17000000000.0,40070300.0,122478000.0,2328220000.0,47850000000.0,5.152241697011302e+53,13250000000.0,5129160000.0
TESS,TOI-2411.01,CONFIRMED,1,Neptune+,209224570.0,-87017940.0,12621481.0,17740958.488922425,4.8646824992355165e-14,0.782765,5191912192.0,17472713.0,104238000.0,595362000.0,40990000000.0,1.983627483016824e+53,12887431256.0,6519082071.0
TESS,TOI-2412.01,FA,0,Neptune+,623795680.0,-628506560.0,32140000.0,40383166.32905586,6.7061169809900945e-15,152985900.0,11870000000.0,,119755000.0,576851000.0,41313000000.0,3.510331137454071e+53,4990000000.0,103396000.0
TESS,TOI-2413.01,FALSE POSITIVE,0,Neptune+,3321883920.0,-189927190.0,59221882.0,69148751.00070766,1.8354649713561015e-15,134190392.0,46685368695.0,124259675.0,113882000.0,3407660000.0,51849000000.0,4.521693408802315e+53,9144158726.0,1652327100.0
TESS,TOI-2414.01,CONFIRMED,1,Neptune+,3448735880.0,-604478190.0,15669528.0,21460962.9605532,3.075316619025673e-14,17771109.0,140735021163.0,129084635.0,120030000.0,3275060000.0,56270000000.0,6.572234558404731e+53,14494822830.0,10432121756.0
TESS,TOI-2415.01,CANDIDATE,0,Neptune+,3409769930.0,-534283660.0,10000000.0,14454397.707459277,7.969083447169202e-14,0.5153654,371978857871.0,120910878.0,149333000.0,3412990000.0,35580000000.0,6.295569852028232e+53,11965565655.0,4844555527.0
TESS,TOI-2416.01,CONFIRMED,1,Neptune+,573389410.0,-607871860.0,37550000.0,46308077.17326216,4.82208985596624e-15,82754608.0,65100000000.0,115451000.0,124333000.0,5577330000.0,55152000000.0,7.268891446581326e+53,9420000000.0,1309300000.0
TESS,TOI-2417.01,FALSE POSITIVE,0,Neptune+,378852270.0,-400162040.0,23080000.0,30175015.923286784,1.3531578738891824e-14,48326600.0,8300000000.0,49031000.0,102589000.0,2573370000.0,54854000000.0,3.332880868185033e+53,9930000000.0,1618070000.0
TESS,TOI-2418.01,FALSE POSITIVE,0,Neptune+,397252590.0,-273242270.0,49230000.0,58770888.37000674,2.7156958127761036e-15,258669600.0,22400000000.0,74118400.0,109166000.0,1351010000.0,50950000000.0,3.6867014212221084e+53,8830000000.0,1009890000.0
TESS,TOI-2419.01,CANDIDATE,0,Neptune+,532703750.0,-565884360.0,59430000.0,69362548.68135622,1.821865141380128e-15,188812961.0,9150000000.0,36108100.0,104354000.0,2454950000.0,59240000000.0,4.161659101155446e+53,8880000000.0,1032760000.0
TESS,TOI-242.01,FALSE POSITIVE,0,Neptune+,44514230.0,-381108550.0,42493060.0,51632106.72294109,3.710002486372128e-15,63403150.0,254107032880.0,205179170.0,125766000.0,5774890000.0,60830000000.0,9.25739140822716e+53,11411166259.0,4007201062.0
TESS,TOI-2420.01,CONFIRMED,1,Neptune+,148268140.0,-197711640.0,37470000.0,46221246.129306495,4.843942120051526e-15,58425900.0,26700000000.0,118252000.0,108285000.0,4351740000.0,57070000000.0,4.47805010472577e+53,11660000000.0,3075990000.0
TESS,TOI-2421.01,CONFIRMED,1,Neptune+,331540210.0,-353909180.0,46840000.0,56252633.6324141,3.0178703299584213e-15,43474000.0,35200000000.0,107530000.0,106918000.0,3279270000.0,56180000000.0,4.1244569494569826e+53,14750000000.0,7860370000.0
TESS,TOI-2422.01,CANDIDATE,0,Neptune+,248845120.0,-73947290.0,49100000.0,58634295.724569626,2.730961710847525e-15,182360300.0,30900000000.0,100179000.0,94843000.0,1008040000.0,61597000000.0,3.0700132724199227e+53,,4115800000.0
TESS,TOI-2423.01,CANDIDATE,0,Neptune+,534672450.0,-576212950.0,42080000.0,51190178.43773529,3.787632413577379e-15,,126400000000.0,142836000.0,95137000.0,1333540000.0,60570000000.0,3.0054738753103887e+53,7010000000.0,401659000.0
TESS,TOI-2424.01,FALSE POSITIVE,0,Neptune+,0.315071,-284932230.0,66166181.0,76235936.63128611,1.4509749309178299e-15,123750537.0,41556104825.0,171909846.0,102845000.0,4109450000.0,61735000000.0,4.2637883145481475e+53,12583769810.0,5926032964.0
TESS,TOI-2425.01,CANDIDATE,0,Neptune+,191306970.0,-0.290103,40680000.0,49688425.00415292,4.0693099721673715e-15,506939885.0,112000000000.0,84883700.0,112415000.0,1596760000.0,52160000000.0,4.344824359691995e+53,3640000000.0,29319200.0
TESS,TOI-2426.01,CANDIDATE,0,Neptune+,438116980.0,-207812900.0,26910000.0,34540136.857766256,9.772177239630636e-15,40816500.0,4600000000.0,23823900.0,99700800.0,1383010000.0,57160000000.0,3.2283381081362853e+53,12260000000.0,3760720000.0
TESS,TOI-2427.01,CONFIRMED,1,Earth-like,522917320.0,-313628670.0,0.634,0.18523807287557892,4.007475306950466,13061300.0,5600000000.0,19984400.0,90138000.0,285147000.0,40720000000.0,1.0945792455471514e+53,7830000000.0,627136000.0
TESS,TOI-2428.01,CANDIDATE,0,Earth-like,538314680.0,30286390.0,0.916,0.7227918593839469,5.184838174826796,75701700.0,15000000000.0,,99660000.0,,,,,
TESS,TOI-2429.01,CANDIDATE,0,Neptune+,363639020.0,10575290.0,31023280.0,39145801.27594779,7.228204379031147e-15,70846492.0,5915301151.0,21949984.0,94752000.0,870852000.0,55178000000.0,2.4540615585901245e+53,8359337133.0,1154006791.0
TESS,TOI-243.01,CANDIDATE,0,Neptune+,33941150.0,-313344030.0,43114755.0,52296281.761651196,3.597505103217504e-15,34373093.0,150179801247.0,256681050.0,116810000.0,7091750000.0,60460000000.0,6.805442695539465e+53,18029989447.0,24974850189.0
TESS,TOI-2430.01,CANDIDATE,0,Earth-like,465587770.0,-98100510.0,0.909,0.7025647692685162,5.157070788163731,11007100.0,6800000000.0,46749500.0,103682000.0,2978580000.0,64090000000.0,4.746724296047426e+53,15980000000.0,10829000000.0
TESS,TOI-2431.01,CONFIRMED,1,Earth-like,377652990.0,83816250.0,0.292,0.010517597588741764,2.329036906448421,0.224195,5400000000.0,55955300.0,95209000.0,360559000.0,40790000000.0,1.367160258098855e+53,19980000000.0,26491500000.0
TESS,TOI-2432.01,CANDIDATE,0,Neptune+,451127790.0,0.380842,14910000.0,20542832.555745494,3.416927549575922e-14,18273800.0,8700000000.0,89679400.0,101849000.0,4630500000.0,61305000000.0,4.044071920482566e+53,14460000000.0,7276000000.0
TESS,TOI-2433.01,CANDIDATE,0,Neptune+,2994402440.0,569710910.0,28686583.0,36539059.275067195,8.533540919100509e-15,,33771602587.0,18103101.0,120349000.0,326094000.0,33230000000.0,2.3164910497755296e+53,2005072077.0,0.3819803
TESS,TOI-2434.01,CANDIDATE,0,Earth-like,3451554150.0,460325360.0,0.9133596,0.7151129652843827,5.174371819590054,13808138.0,3291752026.0,75531443.0,90665700.0,5949870000.0,94310000000.0,6.010181197352069e+53,45227647415.0,988864971360.0
TESS,TOI-2435.01,CANDIDATE,0,Neptune+,2193384110.0,566661840.0,50482027.0,60084212.109676704,2.5748882817729044e-15,,18401196782.0,37761104.0,105142000.0,1500860000.0,56500800000.0,3.901342956256354e+53,5953675075.0,296935087.0
TESS,TOI-2436.01,CANDIDATE,0,Neptune+,1912978990.0,721230840.0,87302689.0,97298088.01013717,8.061759144592047e-16,,3678233419.0,24101533.0,85559500.0,1029700000.0,62910000000.0,2.120861566903545e+53,6565558320.0,439144710.0
TESS,TOI-2437.01,CANDIDATE,0,Neptune+,379385740.0,-55149870.0,30196600.0,38226371.89132466,7.654156129549365e-15,51660127.0,12635326305.0,41062551.0,112571000.0,2868000000.0,59270000000.0,5.641257848455427e+53,11268564017.0,3810617054.0
TESS,TOI-2438.01,FALSE POSITIVE,0,Neptune+,682268890.0,-328871200.0,10206743.0,14717048.39730499,7.630755769373969e-14,19426003.0,5040623799220.0,,162463000.0,2998420000.0,57800000000.0,2.3274135103200887e+54,14607669600.0,10760804741.0
TESS,TOI-2439.01,CANDIDATE,0,Neptune+,540283950.0,19338150.0,40964994.0,49994628.79262864,4.009526016930233e-15,143614789.0,28597577713.0,50510341.0,112212000.0,2461650000.0,52830000000.0,4.425052560122727e+53,6790808773.0,502582088.0
TESS,TOI-244.01,CONFIRMED,1,Neptune+,105697540.0,-367179740.0,13164962.0,18411503.578772515,4.4487582006246644e-14,73972160.0,9535477499.0,12711131.0,103475000.0,220337000.0,33420000000.0,1.280426433907567e+53,4099422870.0,66743946.0
TESS,TOI-2440.01,CANDIDATE,0,Neptune+,552700240.0,-369437310.0,11963822.0,16924878.1134775,5.449091437591573e-14,0.6461571,62906211389.0,153572514.0,110529000.0,2125880000.0,52568000000.0,4.124277430645415e+53,20921613580.0,45279508872.0
TESS,TOI-2441.01,CANDIDATE,0,Neptune+,914101520.0,-516796140.0,25413229.0,32843744.72360304,1.1032691962340925e-14,128900899.0,35206971104.0,29698317.0,128332000.0,845243000.0,34780000000.0,3.2809454202317217e+53,3633971818.0,41214233.0
TESS,TOI-2442.01,FALSE POSITIVE,0,Neptune+,651006540.0,-310816040.0,65070000.0,75123378.29931447,1.5032841007158306e-15,171217196.0,1310000000000.0,102267000.0,114020000.0,2624750000.0,57620000000.0,5.611392593089939e+53,10530000000.0,2045850000.0
TESS,TOI-2443.01,CONFIRMED,1,Neptune+,401798610.0,11996760.0,45628530.0,54970299.119288616,3.1902670785548654e-15,156692322.0,13933814802.0,26868893.0,82969000.0,239258000.0,42144400000.0,8.416725691204591e+52,4869971964.0,132931176.0
TESS,TOI-2444.01,CANDIDATE,0,Neptune+,422637840.0,-165592800.0,13242991.0,18507499.820156336,4.393370976161687e-14,16473887.0,323257685306.0,157358835.0,136732000.0,1907480000.0,35560000000.0,4.419815798546337e+53,8005813089.0,970829105.0
TESS,TOI-2445.01,CONFIRMED,1,Earth-like,433161550.0,0.052337,0.4918187,0.07239001036867525,3.3548406818647236,0.3711334,23226218151.0,14062147.0,131292000.0,485820000.0,33330000000.0,3.3008339967665114e+53,9644647664.0,2044873602.0
TESS,TOI-2446.01,CANDIDATE,0,Neptune+,509427450.0,-312651870.0,54844000.0,64629921.3633443,2.1600043984364473e-15,186858620.0,12159529886.0,42075538.0,102080000.0,1598700000.0,59260000000.0,3.8131680001601365e+53,6908611696.0,538374071.0
TESS,TOI-2447.01,CONFIRMED,1,Neptune+,709975860.0,-319066370.0,82910000.0,92976690.90520874,8.994182890435381e-16,,87350000000.0,102185000.0,100127000.0,1489870000.0,58250000000.0,3.4103321213330307e+53,7190000000.0,445933000.0
TESS,TOI-2448.01,FALSE POSITIVE,0,Neptune+,807402270.0,-537645900.0,30800000.0,38897763.41528072,7.339743035445534e-15,90182016.0,4920000000.0,35499800.0,100039000.0,4908180000.0,96710000000.0,9.367423043202691e+53,14630000000.0,7620280000.0
TESS,TOI-2449.01,CONFIRMED,1,Neptune+,679843710.0,-344555330.0,77920000.0,88034128.77245617,1.0259179144992708e-15,166542431.0,101680000000.0,119082000.0,98999000.0,1567860000.0,60540000000.0,3.5205301200112196e+53,12150000000.0,3626420000.0
TESS,TOI-245.01,CANDIDATE,0,Earth-like,3457791760.0,-335004730.0,0.926,0.7524205539769337,5.22439572225492,87709021.0,11070000000.0,125053000.0,85509000.0,1272720000.0,62080000000.0,2.060396135413248e+53,8860000000.0,1026210000.0
TESS,TOI-2450.01,CANDIDATE,0,Neptune+,779525250.0,67957450.0,43420932.0,52622956.481493495,3.543938653144769e-15,178832414.0,67504878782.0,64171164.0,114894000.0,1889670000.0,54260000000.0,5.130373421287188e+53,5820683673.0,271279511.0
TESS,TOI-2451.01,FALSE POSITIVE,0,Earth-like,813126760.0,-0.770748,0.9696069,0.8920805701362406,5.395421307120868,0.3438892,248503953805.0,85611179.0,158552000.0,3614740000.0,31990000000.0,6.4671864036923124e+53,11742422670.0,4493159514.0
TESS,TOI-2452.01,FALSE POSITIVE,0,Earth-like,930981930.0,-509309480.0,0.7657397,0.3724777249911322,4.573673823209708,0.9776805,9653175192.0,33784252.0,111925000.0,1484620000.0,44562000000.0,3.1162892448923564e+53,15541366421.0,13787254797.0
TESS,TOI-2453.01,CANDIDATE,0,Neptune+,748374850.0,129363530.0,13934410.0,19355212.986314587,3.9440333133708185e-14,44414275.0,33758183277.0,30014777.0,124223000.0,819043000.0,36090000000.0,3.101571642696856e+53,5507815271.0,217489585.0
TESS,TOI-2454.01,CANDIDATE,0,Neptune+,643226500.0,-77660090.0,28291905.0,36096303.385691814,8.787888324885455e-15,85063687.0,9682734253.0,25051088.0,107047000.0,919976000.0,44312000000.0,2.578343091289792e+53,6598835801.0,448115834.0
TESS,TOI-2455.01,CANDIDATE,0,Neptune+,642438240.0,147715620.0,18316316.0,24620538.763502225,2.2089787809387023e-14,47204890.0,471105706380.0,146186346.0,129860000.0,1439793000.0,35530000000.0,3.5899798348562683e+53,5268565787.0,182091901.0
TESS,TOI-2456.01,CANDIDATE,0,Neptune+,805798700.0,105750490.0,18522307.0,24864038.454900417,2.1572218412680912e-14,,12198107094.0,28398685.0,95880000.0,691329000.0,49680000000.0,2.085812547951285e+53,5394735051.0,200171149.0
TESS,TOI-2457.01,CANDIDATE,0,Neptune+,701673220.0,-128907260.0,25629666.0,33089773.392176576,1.083610807159713e-14,141993538.0,18591571503.0,27591068.0,108749000.0,614250000.0,40450000000.0,2.2884326757456745e+53,4521179596.0,98747938.0
TESS,TOI-2458.01,CONFIRMED,1,Neptune+,796215290.0,12534390.0,19917422.0,26504837.752150133,1.8494140360106472e-14,37369689.0,3104978088.0,23797323.0,87100800.0,1129580000.0,60920000000.0,2.136035002206643e+53,13960501486.0,8976872949.0
TESS,TOI-2459.01,CONFIRMED,1,Neptune+,821433320.0,-393730460.0,32516728.0,40799422.66312487,6.542472073901599e-15,191047019.0,19060596245.0,29365337.0,93951000.0,366113000.0,41950000000.0,1.3711013499322221e+53,4357259839.0,85187297.0
TESS,TOI-246.01,CONFIRMED,1,Neptune+,241678690.0,-506593080.0,37599578.0,46361877.39844977,4.808620203021043e-15,78728937.0,146394155321.0,150953000.0,112794000.0,1692720000.0,50700000000.0,4.160637812774502e+53,9162147815.0,1665367856.0
TESS,TOI-2460.01,CANDIDATE,0,Earth-like,795281740.0,25636750.0,0.8502512,0.5486872116289524,4.921431582990098,0.515461,14624242309.0,65688522.0,113357000.0,2795000000.0,59940000000.0,5.932351180348609e+53,23622278419.0,73588192788.0
TESS,TOI-2461.01,CONFIRMED,1,Neptune+,789198200.0,162786990.0,41830206.0,50922674.24960187,3.835743585255582e-15,61802614.0,53838458373.0,137037465.0,108243000.0,3726320000.0,65130000000.0,5.823196401374168e+53,14060290126.0,9236302124.0
TESS,TOI-2462.01,CANDIDATE,0,Neptune+,773144650.0,-55574090.0,47778345.0,57243129.64358289,2.8935996156339195e-15,128643168.0,69079754982.0,174453322.0,117884000.0,5164950000.0,53650000000.0,5.558516608570774e+53,10128837698.0,2487479157.0
TESS,TOI-2463.01,CANDIDATE,0,Neptune+,880902450.0,-480908600.0,127030565.0,135344073.09324387,3.640180572204345e-16,106079445.0,12339391066.0,116613557.0,90318000.0,3328250000.0,64810000000.0,2.7949966453406375e+53,15917023708.0,15169401780.0
TESS,TOI-2464.01,CONFIRMED,1,Neptune+,876795610.0,-276233220.0,27270000.0,34946438.44771016,9.500706066530929e-15,37684981.0,198000000000.0,125471000.0,123352000.0,2883260000.0,51600000000.0,6.164305939603009e+53,10610000000.0,2105750000.0
TESS,TOI-2465.01,CANDIDATE,0,Neptune+,767370310.0,-189046210.0,29961712.0,37964582.66299105,7.781926582475748e-15,37592050.0,8921135724.0,31563691.0,102994000.0,2190930000.0,68084000000.0,5.216002935333253e+53,13051938483.0,6858372580.0
TESS,TOI-2466.01,CONFIRMED,1,Neptune+,768673320.0,168676950.0,40870000.0,49892593.65057417,4.029308709392939e-15,26266983.0,106500000000.0,187969000.0,120364000.0,6638340000.0,64750000000.0,8.799662052247205e+53,19730000000.0,25200300000.0
TESS,TOI-2467.01,CANDIDATE,0,Neptune+,657176390.0,-126770350.0,13491032.0,18812207.124127276,4.2238900910811166e-14,17556616.0,4440879481.0,17738475.0,102712000.0,947639000.0,49090000000.0,2.6820743179115023e+53,11976740653.0,4862678796.0
TESS,TOI-2468.01,FALSE POSITIVE,0,Neptune+,808960990.0,-241212960.0,37880000.0,46666021.18791803,4.733465732209275e-15,244232697.0,19200000000.0,112009000.0,103598000.0,4217260000.0,61020000000.0,4.288939219239181e+53,7820000000.0,621143000.0
TESS,TOI-2469.01,FALSE POSITIVE,0,Neptune+,703084890.0,-156721230.0,32250000.0,40504768.34481665,6.657717607916929e-15,23767548.0,79400000000.0,234044000.0,106749000.0,6321830000.0,69310000000.0,6.238024255094784e+53,20060000000.0,26909000000.0
TESS,TOI-247.01,CONFIRMED,1,Neptune+,10465700.0,-473606350.0,24617762.0,31937339.904189043,1.1802157577968529e-14,34252563.0,142231726719.0,143752921.0,119116000.0,3524640000.0,55400000000.0,6.17874018720297e+53,12331457715.0,5464855387.0
TESS,TOI-2470.01,CANDIDATE,0,Neptune+,704285480.0,-0.600003,23470000.0,30623266.85328612,1.305932182771054e-14,71853092.0,8000000000.0,21235600.0,100632000.0,667536000.0,45620000000.0,2.1342976114141776e+53,6870000000.0,371797000.0
TESS,TOI-2471.01,CANDIDATE,0,Neptune+,665148050.0,-125116800.0,27770000.0,35509681.272327736,9.141711458076887e-15,65857043.0,14200000000.0,132476000.0,104723000.0,4994520000.0,59084000000.0,4.198634584390169e+53,15220000000.0,8914240000.0
TESS,TOI-2472.01,CANDIDATE,0,Neptune+,670427330.0,-31456530.0,67100000.0,77181962.6065532,1.4084992878744646e-15,,3900000000.0,33555600.0,89484800.0,1486670000.0,58240000000.0,2.174902636397672e+53,10880000000.0,2328740000.0
TESS,TOI-2473.01,CANDIDATE,0,Neptune+,743749790.0,104167370.0,27560000.0,35273268.77749435,9.290015582327007e-15,12311781.0,35620000000.0,175670000.0,105347000.0,2841830000.0,65891000000.0,5.347378033917255e+53,35790000000.0,272588000000.0
TESS,TOI-2474.01,CANDIDATE,0,Neptune+,798442070.0,31226750.0,41100000.0,50139592.87639068,3.981655781923778e-15,42787520.0,2200000000.0,53334200.0,78262200.0,1326860000.0,49710000000.0,9.27034153105075e+52,13030000000.0,4797610000.0
TESS,TOI-2475.01,FALSE POSITIVE,0,Neptune+,765242340.0,105941740.0,28230000.0,36026790.39138884,8.828792560254509e-15,157925628.0,11900000000.0,48242900.0,107302000.0,2356080000.0,56000000000.0,4.157261289932391e+53,6200000000.0,246170000.0
TESS,TOI-2476.01,CANDIDATE,0,Neptune+,781088770.0,-72579240.0,29090000.0,36990863.94853756,8.284602688944446e-15,38865992.0,5900000000.0,140296000.0,101263000.0,5377650000.0,47316000000.0,2.3540690881364303e+53,11040000000.0,2470410000.0
TESS,TOI-2477.01,CANDIDATE,0,Neptune+,797424570.0,152030620.0,55980000.0,65806523.32105123,2.068133830946698e-15,347769296.0,13830000000.0,129584000.0,102422000.0,3622270000.0,75052000000.0,6.198656180234318e+53,2290000000.0,5118150000.0
TESS,TOI-2478.01,CANDIDATE,0,Neptune+,735543540.0,12336230.0,28595222.0,36436634.472007915,8.591444969852658e-15,26473916.0,5682994163.0,27377690.0,106827000.0,2099300000.0,57480000000.0,4.302864285033519e+53,13855952225.0,8710969851.0
TESS,TOI-2479.01,CANDIDATE,0,Neptune+,797093480.0,-360376940.0,49462843.0,59015431.36836156,2.6886652598932916e-15,368382429.0,9651649482.0,37858994.0,93540000.0,1048960000.0,53631000000.0,2.2020199637706166e+53,5658728882.0,242324067.0
TESS,TOI-248.01,CANDIDATE,0,Neptune+,346842830.0,-548597250.0,34644509.0,43139815.30156897,5.71983398595912e-15,59910569.0,4113820085.0,23197704.0,84642000.0,759529000.0,57117000000.0,1.6744587146772124e+53,10467197587.0,2836891271.0
TESS,TOI-2480.01,FALSE POSITIVE,0,Neptune+,751749050.0,-348159880.0,34140000.0,42586494.70554701,5.900512285296951e-15,113543085.0,21900000000.0,94068800.0,108256000.0,4703560000.0,64210000000.0,5.6625655736101454e+53,9130000000.0,1157560000.0
TESS,TOI-2481.01,CANDIDATE,0,Neptune+,778044060.0,24273610.0,33740000.0,42147097.206452146,6.04979708908163e-15,119948320.0,12600000000.0,31112400.0,106675000.0,1517560000.0,55670000000.0,4.013220747026504e+53,7660000000.0,572917000.0
TESS,TOI-2482.01,CANDIDATE,0,Neptune+,715182460.0,-153434310.0,47290000.0,56727937.82011746,2.957313928810257e-15,149315582.0,5900000000.0,15829300.0,96254000.0,,47791000000.0,1.960502414946558e+53,7090000000.0,419664000.0
TESS,TOI-2483.01,FALSE POSITIVE,0,Neptune+,898351660.0,-494695690.0,13020000.0,18232980.442347262,4.554420104769299e-14,14853364.0,6500000000.0,48653900.0,101217000.0,2592990000.0,61377000000.0,3.953895237556023e+53,16750000000.0,13096500000.0
