source,name,disposition,flag_confirmed,planet_class,ra,dec,pl_rade,pl_masse,pl_density,pl_orbper,pl_insol,pl_eqt,st_teff,st_logg,st_rad,stellar_flux_proxy,distance_pc,mag
Kepler,Kepler-227 b,CONFIRMED,1,Unknown,291934230.0,48141651.0,,,,9488035570.0,93.59,793.0,5455.0,4.467,0.927,760919104251310.9,,15.347
Kepler,K00753.01,CANDIDATE,0,Neptune+,297004820.0,48134129.0,14.6,105.83529217808108,0.18749095458936738,19899139950.0,39.3,638.0,5853.0,4.544,0.868,884206181641195.6,,15.436
Kepler,K00754.01,FALSE POSITIVE,0,Neptune+,285534610.0,48285210.0,33.46,219.57496602790783,0.03231568668914669,1736952453.0,891.96,1395.0,5805.0,4.564,0.791,710496369804232.0,,15.597
Kepler,Kepler-664 b,CONFIRMED,1,Unknown,288754880.0,48226200.0,,,,2525591777.0,926.16,1406.0,6031.0,4.438,1.046,1447507034452689.2,,15.509
Kepler,Kepler-228 d,CONFIRMED,1,Unknown,296286130.0,48224670.0,,,,11094320540.0,114.81,835.0,6046.0,4.486,0.972,1262423589798023.0,,15.714
Kepler,K00114.01,FALSE POSITIVE,0,Neptune+,298864350.0,42151569.0,39.21,252.45804874850796,0.023089103409609457,7361789580.0,767.22,1342.0,6227.0,3.986,,,,12.66
Kepler,Kepler-229 c,CONFIRMED,1,Unknown,286999480.0,48375790.0,,,,16068646740.0,30.75,600.0,5031.0,4.485,0.848,460690199962252.9,,15.841
Kepler,Kepler-1 b,CONFIRMED,1,Unknown,286808470.0,49316399.0,,,,2470613377.0,761.46,1339.0,5820.0,4.457,0.964,1066217991041640.9,,11.338
Kepler,Kepler-2 b,CONFIRMED,1,Unknown,292247280.0,47969521.0,,,,2204735417.0,4148.92,2048.0,6440.0,,,,,10.463
Kepler,Kepler-8 b,CONFIRMED,1,Neptune+,281288120.0,42451080.0,14.59,105.77149842084555,0.18776349289697866,3522498429.0,1264.67,1521.0,6225.0,4.169,,,,13.563
Kepler,Kepler-466 c,CONFIRMED,1,Unknown,295648710.0,48495560.0,,,,3709214104.0,500.46,1206.0,5833.0,4.407,1.022,1209120814193410.2,,12.772
Kepler,K00742.01,FALSE POSITIVE,0,Neptune+,297079930.0,47597401.0,150.51,824.6269290933429,0.0013334287672698585,11521446064.0,75.88,753.0,5795.0,4.554,0.848,810971264079271.8,,15.472
Kepler,K00743.01,FALSE POSITIVE,0,Unknown,289258210.0,47635319.0,,,,19403937760.0,17.69,523.0,5043.0,4.591,0.68,299070583501589.6,,15.487
Kepler,K00744.01,FALSE POSITIVE,0,Neptune+,295814540.0,47690350.0,49.29,308.76478308254696,0.01421541948952348,19221388942.0,55.97,698.0,6117.0,4.496,0.947,1255607438801377.2,,15.341
Kepler,K00745.01,FALSE POSITIVE,0,Unknown,297154420.0,47668701.0,,,,16469837740.0,29.61,595.0,5152.0,4.517,0.786,435259751212605.5,,15.788
Kepler,Kepler-660 b,CONFIRMED,1,Unknown,288138240.0,47724449.0,,,,9273581730.0,41.85,649.0,4856.0,4.583,0.696,269360054647906.34,,15.302
Kepler,Kepler-661 b,CONFIRMED,1,Unknown,283710880.0,47863270.0,,,,6029303290.0,50.04,678.0,4537.0,4.648,0.672,191343477743123.47,,15.784
Kepler,K00748.01,FALSE POSITIVE,0,Unknown,283765470.0,47804298.0,,,,2696370652.0,305.34,1066.0,4989.0,4.504,0.819,415548595966312.75,,15.269
Kepler,Kepler-226 c,CONFIRMED,1,Unknown,292376130.0,47880989.0,,,,5349553819.0,168.99,919.0,5185.0,4.44,0.91,598518842743702.6,,15.416
Kepler,K00113.01,FALSE POSITIVE,0,Neptune+,292273740.0,37671558.0,41.5,265.3886376900654,0.020471346510039692,386603052800.0,,297.0,5543.0,,,,,12.394
Kepler,Kepler-662 b,CONFIRMED,1,Unknown,290465120.0,47929180.0,,,,21676991930.0,18.64,530.0,4954.0,4.5,0.828,412937840791187.7,,15.377
Kepler,Kepler-663 b,CONFIRMED,1,Unknown,297808260.0,47946671.0,,,,4996779680.0,166.95,917.0,5339.0,4.552,0.847,582916708695222.2,,15.861
Kepler,Kepler-671 b,CONFIRMED,1,Unknown,294265810.0,49314091.0,,,,4280963604.0,247.87,1012.0,5644.0,4.564,0.831,700728962163848.5,,15.356
Kepler,K00770.01,FALSE POSITIVE,0,Unknown,295665220.0,49351009.0,,,,1506354090.0,1054.12,1452.0,5714.0,4.563,0.831,736144364550045.1,,15.525
Kepler,K00771.01,FALSE POSITIVE,0,Neptune+,296698610.0,49316479.0,14.14,102.8952863995505,0.2006576059880796,670645531000.0,0.35,196.0,5520.0,4.466,0.983,897146457455370.2,,15.207
Kepler,K00772.01,FALSE POSITIVE,0,Neptune+,283725920.0,49479519.0,39.87,256.1938424498243,0.02228631963150156,61256362800.0,15.43,505.0,6144.0,4.402,1.091,1696111228567815.0,,15.25
Kepler,Kepler-672 b,CONFIRMED,1,Unknown,291722020.0,49480869.0,,,,38377548600.0,18.53,529.0,5481.0,4.369,1.036,968631791873517.2,,15.172
Kepler,Kepler-665 b,CONFIRMED,1,Unknown,297025630.0,48478588.0,,,,16013084190.0,29.31,593.0,5015.0,4.499,0.826,431562642903170.1,,15.39
Kepler,Kepler-230 b,CONFIRMED,1,Unknown,285718540.0,48505859.0,,,,32628766720.0,15.55,506.0,5586.0,4.56,0.798,620025438494505.0,,15.082
Kepler,Kepler-1976 b,CONFIRMED,1,Unknown,292167050.0,48727589.0,,,,4959319244.0,349.4,1103.0,5712.0,4.359,1.082,1246256156143329.2,,15.263
Kepler,K00761.01,FALSE POSITIVE,0,Unknown,297923650.0,48777321.0,,,,2701287801.0,527.81,1222.0,5550.0,4.468,0.91,785696316575625.0,,15.54
Kepler,Kepler-666 b,CONFIRMED,1,Unknown,298456850.0,48791592.0,,,,4498765110.0,389.62,1133.0,6075.0,4.486,0.969,1278888503104437.8,,15.395
Kepler,K00763.01,FALSE POSITIVE,0,Unknown,291093900.0,48933842.0,,,,19651209505.0,67.03,730.0,6074.0,4.391,1.063,1538033090653998.2,,15.536
Kepler,Kepler-105 b,CONFIRMED,1,Unknown,287887330.0,46276241.0,,,,5412203927.0,337.68,1093.0,5779.0,4.339,1.087,1317861789322946.2,,12.791
Kepler,Kepler-667 b,CONFIRMED,1,Unknown,295555050.0,49017342.0,,,,41439586620.0,16.72,516.0,5468.0,4.367,1.046,978086788340711.9,,15.4
Kepler,Kepler-668 b,CONFIRMED,1,Unknown,285499240.0,49277351.0,,,,8353895230.0,91.9,790.0,5592.0,4.582,0.787,605644971389936.4,,15.317
Kepler,Kepler-669 b,CONFIRMED,1,Unknown,291936160.0,49253979.0,,,,4125543472.0,565.35,1243.0,6174.0,4.417,1.103,1767736484503820.2,,15.506
Kepler,Kepler-670 b,CONFIRMED,1,Unknown,297015470.0,49225288.0,,,,2816504904.0,521.13,1219.0,5532.0,4.452,0.955,854152524712401.9,,15.052
Kepler,K00768.01,FALSE POSITIVE,0,Unknown,284172330.0,49360722.0,,,,33933734470.0,,430.0,5040.0,4.628,0.705,320701048464383.94,,15.716
Kepler,Kepler-680 b,CONFIRMED,1,Unknown,291622410.0,50618240.0,,,,3689920099.0,408.99,1147.0,5880.0,4.518,0.917,1005189574643735.1,,15.242
Kepler,Kepler-232 b,CONFIRMED,1,Unknown,295816160.0,51121738.0,,,,4431238488.0,351.23,1104.0,5714.0,4.428,1.015,1098229306272103.5,,15.367
Kepler,Kepler-681 b,CONFIRMED,1,Unknown,289399720.0,51250320.0,,,,26394328970.0,13.49,489.0,5129.0,4.595,0.763,402883862581035.56,,15.234
Kepler,Kepler-106 c,CONFIRMED,1,Unknown,300863980.0,44337551.0,,,,13570782810.0,89.61,785.0,5854.0,4.406,1.012,1202740395153196.0,,12.882
Kepler,K00774.01,FALSE POSITIVE,0,Unknown,288986820.0,49733742.0,,,,7442652004.0,206.78,967.0,6108.0,4.469,0.956,1272072599772362.2,,15.27
Kepler,Kepler-52 c,CONFIRMED,1,Unknown,286738040.0,49975750.0,,,,16384899880.0,,433.0,4126.0,4.661,0.615,109614277615620.38,,15.095
Kepler,Kepler-673 b,CONFIRMED,1,Unknown,290785740.0,50054119.0,,,,3728732147.0,258.34,1023.0,5497.0,4.577,0.809,597585417452004.9,,15.523
Kepler,K00777.01,CANDIDATE,0,Unknown,294316860.0,50080231.0,,,,40419503700.0,,467.0,5446.0,4.507,0.781,536552985559350.75,,15.487
Kepler,Kepler-674 b,CONFIRMED,1,Unknown,285176210.0,50149818.0,,,,2243380573.0,107.6,822.0,4149.0,4.698,0.564,94260979266494.06,,15.135
Kepler,K00779.01,FALSE POSITIVE,0,Unknown,289235530.0,50241001.0,,,,10405998015.0,113.94,833.0,5746.0,4.393,0.924,930692960542984.4,,15.562
Kepler,Kepler-675 b,CONFIRMED,1,Unknown,293833310.0,50230350.0,,,,2337437946.0,311.16,1070.0,5005.0,4.595,0.765,367230883557178.25,,15.334
Kepler,Kepler-676 b,CONFIRMED,1,Unknown,296221950.0,50287220.0,,,,11598222330.0,,396.0,3688.0,4.79,0.473,41389095060436.945,,15.937
Kepler,Kepler-677 b,CONFIRMED,1,Unknown,290098050.0,50321609.0,,,,6575315881.0,251.38,1015.0,5992.0,4.415,0.989,1260897553177559.5,,15.312
Kepler,Kepler-678 b,CONFIRMED,1,Unknown,295455290.0,50494560.0,,,,7275040844.0,113.64,833.0,5485.0,4.556,0.867,680369321444683.5,,15.08
Kepler,Kepler-231 c,CONFIRMED,1,Unknown,293973360.0,50531910.0,,,,19271538920.0,,393.0,4077.0,4.702,0.56,86644081026374.47,,15.385
Kepler,Kepler-679 b,CONFIRMED,1,Unknown,296021330.0,50567780.0,,,,12393565100.0,49.68,677.0,5557.0,4.603,0.75,536394250294875.56,,15.505
Kepler,K00798.01,FALSE POSITIVE,0,Neptune+,292315950.0,38270290.0,21.55,149.08488050391102,0.08212968413630195,3341913228.0,268.67,1032.0,5295.0,4.551,0.811,517017884358644.0,,15.629
Kepler,K00799.01,FALSE POSITIVE,0,Neptune+,294368190.0,38310280.0,32.43,213.61577190677286,0.034530339101885334,1626630225.0,1355.88,1547.0,5735.0,4.41,0.973,1024140095991392.6,,15.279
Kepler,Kepler-234 b,CONFIRMED,1,Unknown,291653530.0,38494659.0,,,,2711504086.0,960.79,1420.0,6214.0,4.442,1.076,1726273240037193.0,,15.541
Kepler,K00789.01,FALSE POSITIVE,0,Unknown,291044800.0,51321671.0,,,,14179818700.0,60.35,711.0,5799.0,4.539,0.878,871769090947710.9,,15.727
Kepler,Kepler-233 b,CONFIRMED,1,Unknown,296366520.0,51319519.0,,,,8472379110.0,75.44,751.0,5354.0,4.587,0.788,510229896777773.4,,15.339
Kepler,Kepler-682 b,CONFIRMED,1,Unknown,289112210.0,51737381.0,,,,12611904345.0,76.15,753.0,5795.0,4.508,0.919,952455697315067.1,,15.14
Kepler,K00792.01,FALSE POSITIVE,0,Neptune+,290843690.0,37728828.0,46.58,293.77548105563216,0.016026012162585014,1433769925.0,3209.29,1920.0,6017.0,4.22,,,,15.122
Kepler,K00793.01,FALSE POSITIVE,0,Neptune+,291848910.0,37713501.0,28.59,191.1914455115783,0.04510600514878548,10318723010.0,139.26,876.0,5927.0,4.409,1.06,1386600777830635.0,,15.065
Kepler,Kepler-683 b,CONFIRMED,1,Unknown,291439970.0,37905659.0,,,,2539183147.0,743.09,1332.0,5519.0,4.35,1.062,1046382842075031.8,,15.026
Kepler,Kepler-684 b,CONFIRMED,1,Unknown,290870510.0,38273628.0,,,,6770300385.0,102.87,812.0,5653.0,4.656,0.679,470820636811927.8,,15.591
Kepler,K00796.01,FALSE POSITIVE,0,Neptune+,290996890.0,38284920.0,27.51,184.82117185090644,0.048942744928319126,0.444291966,2706.26,1836.0,5255.0,4.678,0.636,308464445167704.8,,15.748
Kepler,K00797.01,CANDIDATE,0,Unknown,291281950.0,38241669.0,,,,10181584004.0,102.91,812.0,5988.0,4.541,0.836,898544771763061.4,,15.657
Kepler,Kepler-235 d,CONFIRMED,1,Unknown,286079130.0,39278320.0,,,,20060363360.0,,361.0,3950.0,4.754,0.493,59167363981056.25,,15.954
Kepler,Kepler-688 b,CONFIRMED,1,Unknown,294655240.0,39308361.0,,,,3895936525.0,241.62,1005.0,5557.0,4.592,0.774,571272750026049.6,,15.725
Kepler,Kepler-689 b,CONFIRMED,1,Unknown,294710630.0,39521740.0,,,,22366464660.0,19.45,536.0,5395.0,4.615,0.734,456412905402359.56,,15.583
Kepler,Kepler-685 b,CONFIRMED,1,Unknown,293871920.0,38422939.0,,,,1625522174.0,1467.41,1579.0,5539.0,4.322,1.106,1151425158551896.8,,
Kepler,K00802.01,CANDIDATE,0,Neptune+,293816190.0,38563568.0,13.6,99.42926736418151,0.21792441496376208,19620346923.0,40.39,643.0,5710.0,4.492,0.905,870645964530810.2,,15.562
Kepler,K00803.01,FALSE POSITIVE,0,Neptune+,293941160.0,38601101.0,17.47,123.94178781126995,0.12815850007816101,7544039000.0,116.46,838.0,5657.0,4.567,0.824,695343082257408.1,,15.559
Kepler,Kepler-1727 b,CONFIRMED,1,Unknown,290333620.0,38728230.0,,,,9029306890.0,77.75,757.0,5349.0,4.526,0.82,550450279206125.25,,15.387
Kepler,K00805.01,FALSE POSITIVE,0,Neptune+,287696750.0,38886452.0,13.28,97.36756429711812,0.2292073053411106,10328035714.0,119.31,843.0,5627.0,4.359,1.024,1051253788451160.4,,15.646
Kepler,Kepler-30 d,CONFIRMED,1,Unknown,285283630.0,38947281.0,,,,143206304700.0,,308.0,5485.0,4.556,0.867,680369321444683.5,,15.403
Kepler,K00807.01,FALSE POSITIVE,0,Neptune+,286926390.0,38921631.0,25.69,174.01729429600948,0.0565859320155283,1540397253.0,1105.68,1470.0,5663.0,4.53,0.915,861050126025467.4,,15.974
Kepler,K00808.01,FALSE POSITIVE,0,Unknown,287748810.0,38929550.0,,,,2990254430.0,168.45,918.0,4667.0,4.578,0.731,253504666058943.94,,15.842
Kepler,Kepler-686 b,CONFIRMED,1,Unknown,285213810.0,39027481.0,,,,1594745374.0,1329.42,1539.0,5934.0,4.491,0.893,988765001608143.5,,15.53
Kepler,Kepler-1728 b,CONFIRMED,1,Unknown,287093990.0,39060719.0,,,,4783002698.0,145.48,886.0,5170.0,4.574,0.807,465274490071417.4,,15.119
Kepler,Kepler-687 b,CONFIRMED,1,Unknown,289315430.0,39153278.0,,,,20505889210.0,,518.0,4905.0,4.544,0.761,335216479246169.9,,15.398
Kepler,K00828.01,FALSE POSITIVE,0,Neptune+,295378050.0,40493401.0,30.26,200.985465872183,0.03999136761534777,2507089906.0,730.47,1326.0,5926.0,4.506,0.939,1087371067221877.5,,15.555
Kepler,Kepler-53 b,CONFIRMED,1,Unknown,290461760.0,40562462.0,,,,18649327280.0,57.13,701.0,5775.0,4.405,1.053,1233288541910816.0,,15.386
Kepler,Kepler-107 c,CONFIRMED,1,Unknown,297028260.0,48208611.0,,,,4901449760.0,598.74,1262.0,5847.0,4.191,,,,12.487
Kepler,Kepler-428 b,CONFIRMED,1,Unknown,290581730.0,40577400.0,,,,3525632539.0,213.12,975.0,5150.0,4.572,0.793,442359431037306.3,,15.224
Kepler,K00815.01,CANDIDATE,0,Unknown,285920010.0,39624828.0,,,,34843986440.0,,511.0,5509.0,4.482,0.871,698758975664723.2,,15.684
Kepler,Kepler-690 b,CONFIRMED,1,Unknown,294489900.0,39771439.0,,,,7748094239.0,204.39,964.0,5973.0,4.439,1.085,1498406110271353.5,,15.67
Kepler,Kepler-236 c,CONFIRMED,1,Unknown,283866390.0,39898079.0,,,,23967936690.0,,329.0,3747.0,4.728,0.524,54124929832468.97,,15.414
Kepler,Kepler-691 b,CONFIRMED,1,Unknown,288812010.0,40033401.0,,,,8114374820.0,,460.0,3692.0,4.753,0.517,49662417385223.13,,15.877
Kepler,K00819.01,FALSE POSITIVE,0,Neptune+,294147890.0,40055538.0,27.5,184.7620492849352,0.048980483018713036,38036729482.0,14.81,500.0,5575.0,4.521,0.932,839095344615306.2,,15.472
Kepler,K00820.01,CANDIDATE,0,Unknown,295113710.0,40071171.0,,,,4640900310.0,421.08,1155.0,6463.0,4.5,0.826,1190410416190667.0,,15.27
Kepler,K00011.01,FALSE POSITIVE,0,Neptune+,291061520.0,50265129.0,13.65,99.75087942574433,0.21623557904113808,3747838198.0,266.76,1031.0,5514.0,4.569,0.826,630706260242271.8,,13.496
Kepler,Kepler-692 b,CONFIRMED,1,Unknown,294776860.0,40153740.0,,,,21812959960.0,39.33,639.0,5601.0,4.41,0.999,982184931830288.4,,15.54
Kepler,K00822.01,FALSE POSITIVE,0,Unknown,283538450.0,40217999.0,,,,7919369370.0,104.0,814.0,5690.0,4.588,0.776,631208019714233.0,,15.805
Kepler,K00823.01,CANDIDATE,0,Neptune+,296006990.0,40295429.0,72.77,435.02888077454776,0.006223996498713867,1028436523.0,3400.48,1947.0,6228.0,4.428,0.99,1474567999498849.2,,15.202
Kepler,Kepler-693 b,CONFIRMED,1,Unknown,283253540.0,40358189.0,,,,15375623690.0,30.54,600.0,4986.0,4.496,0.833,428843764282628.1,,16.422
Kepler,Kepler-237 c,CONFIRMED,1,Unknown,283221410.0,40421829.0,,,,8103632710.0,52.82,687.0,4861.0,4.574,0.732,299174549966955.9,,15.289
Kepler,Kepler-694 b,CONFIRMED,1,Unknown,291149510.0,40420521.0,,,,6365839713.0,165.33,914.0,5776.0,4.554,0.849,802276587832334.0,,15.09
Kepler,K00827.01,FALSE POSITIVE,0,Unknown,294223970.0,40417858.0,,,,5975817540.0,284.25,1047.0,6108.0,4.471,0.997,1383523149134213.0,,15.546
Kepler,K00839.01,FALSE POSITIVE,0,Neptune+,298961120.0,40862808.0,26.25,177.35106093349106,0.05405728654385958,2446737317.0,597.19,1261.0,5764.0,4.548,0.863,822086431017377.0,,15.021
Kepler,Kepler-695 b,CONFIRMED,1,Unknown,299316100.0,40822380.0,,,,3040330460.0,257.29,1021.0,5035.0,4.519,0.791,402115548844120.06,,15.028
Kepler,Kepler-27 b,CONFIRMED,1,Unknown,292236760.0,41085880.0,,,,15335286750.0,32.67,610.0,5251.0,4.581,0.817,507472118443230.0,,15.855
Kepler,K00831.01,FALSE POSITIVE,0,Unknown,294056760.0,40549679.0,,,,3904342500.0,351.05,1104.0,5810.0,4.526,0.898,918876623103292.9,,15.016
Kepler,K00832.01,FALSE POSITIVE,0,Neptune+,294743960.0,40533920.0,17.61,124.81541735468382,0.1260081222548344,9286358079.0,95.03,796.0,5670.0,4.523,0.821,696656269418159.5,,15.365
Kepler,K00833.01,FALSE POSITIVE,0,Neptune+,295504390.0,40505489.0,31.44,207.86656188780367,0.03687613492087784,3951405455.0,388.71,1133.0,6046.0,4.539,0.869,1009048693135642.4,,15.446
Kepler,Kepler-238 e,CONFIRMED,1,Unknown,287897130.0,40637821.0,,,,23653694150.0,67.65,731.0,5739.0,4.191,,,,15.084
Kepler,Kepler-239 b,CONFIRMED,1,Unknown,294202150.0,40663410.0,,,,11763071640.0,33.99,616.0,4959.0,4.603,0.756,345636838600771.06,,15.208
Kepler,K00836.01,FALSE POSITIVE,0,Unknown,299642850.0,40691238.0,,,,2384052875.0,244.87,1010.0,4794.0,4.58,0.701,259554256104763.22,,15.836
Kepler,Kepler-240 c,CONFIRMED,1,Unknown,291158780.0,40750271.0,,,,7953547000.0,55.37,696.0,4768.0,4.536,0.779,313631664019594.06,,15.66
Kepler,K00838.01,FALSE POSITIVE,0,Neptune+,292214360.0,40759762.0,38.33,247.46521504520004,0.02422735916576863,4859386384.0,364.23,1114.0,6072.0,4.47,0.988,1326908391822986.5,,15.311
Kepler,Kepler-702 b,CONFIRMED,1,Unknown,293878110.0,41661770.0,,,,10526294577.0,61.16,713.0,5386.0,4.553,0.793,529190173176534.0,,15.305
Kepler,Kepler-703 b,CONFIRMED,1,Unknown,299186860.0,41742680.0,,,,4583520948.0,274.98,1038.0,5815.0,4.54,0.877,879423492531423.8,,15.287
Kepler,Kepler-704 b,CONFIRMED,1,Unknown,283316380.0,41837120.0,,,,3761818430.0,372.62,1121.0,5653.0,4.472,0.949,919704617015534.1,,15.257
Kepler,Kepler-242 b,CONFIRMED,1,Unknown,286565700.0,41808399.0,,,,8203969580.0,71.5,742.0,5015.0,4.499,0.826,431562642903170.1,,15.376
Kepler,Kepler-241 b,CONFIRMED,1,Unknown,292913120.0,41060921.0,,,,12718098660.0,23.6,562.0,4702.0,4.592,0.686,230026955057624.56,,15.389
Kepler,Kepler-696 b,CONFIRMED,1,Unknown,293496610.0,41137589.0,,,,4190425659.0,547.9,1234.0,6073.0,4.392,1.135,1752285420598919.8,,15.27
Kepler,Kepler-697 b,CONFIRMED,1,Unknown,283864410.0,41346458.0,,,,3709870784.0,415.1,1151.0,5727.0,4.463,0.978,1028931450219240.9,,15.581
Kepler,Kepler-698 b,CONFIRMED,1,Unknown,288510010.0,41301769.0,,,,16329752700.0,66.08,727.0,5878.0,4.444,0.987,1162927478012633.8,,15.447
Kepler,Kepler-699 b,CONFIRMED,1,Neptune+,296888210.0,41396091.0,13.84,100.97172116388948,0.20999060435066438,27807566216.0,22.24,554.0,5862.0,4.584,0.785,727650060683109.5,,15.482
Kepler,Kepler-700 b,CONFIRMED,1,Unknown,287154300.0,41565788.0,,,,80872346900.0,,452.0,5510.0,4.222,,,,15.201
Kepler,K00848.01,FALSE POSITIVE,0,Neptune+,284869290.0,41679192.0,26.82,180.73560645040675,0.051650648021281,3166465862.0,196.31,954.0,4968.0,4.575,0.704,301905946330389.25,,15.999
Kepler,Kepler-467 b,CONFIRMED,1,Unknown,287362790.0,38649601.0,,,,24993243190.0,60.88,712.0,5718.0,4.181,,,,12.377
Kepler,Kepler-701 b,CONFIRMED,1,Unknown,288994200.0,41633282.0,,,,10355331160.0,86.22,777.0,5501.0,4.462,0.918,771706116044946.8,,15.018
Kepler,Kepler-709 b,CONFIRMED,1,Unknown,292105190.0,42380322.0,,,,16085189370.0,33.43,613.0,5239.0,4.523,0.826,513988838779181.1,,15.219
Kepler,K00868.01,CANDIDATE,0,Unknown,293007970.0,42307201.0,,,,235998639900.0,0.29,188.0,4245.0,4.627,0.657,140165624855618.8,,15.172
Kepler,Kepler-245 b,CONFIRMED,1,Unknown,291638980.0,42436321.0,,,,7490183050.0,76.06,753.0,5103.0,4.562,0.787,420002367093261.94,,15.599
Kepler,Kepler-705 b,CONFIRMED,1,Unknown,289508480.0,41812119.0,,,,56056075400.0,0.69,233.0,3593.0,4.757,0.491,40178327372093.0,,15.849
Kepler,Kepler-706 b,CONFIRMED,1,Unknown,291760410.0,41944069.0,,,,41408316686.0,,453.0,5522.0,4.586,0.747,518832070037787.25,,15.196
Kepler,K00856.01,CANDIDATE,0,Neptune+,293179290.0,41969238.0,14.21,103.34341019265776,0.19856784808096692,39748930770.0,21.87,552.0,6122.0,4.487,0.964,1305351188284370.5,,15.344
Kepler,Kepler-243 b,CONFIRMED,1,Unknown,285110470.0,42033958.0,,,,5715425977.0,123.03,850.0,5237.0,4.572,0.826,513204422533195.06,,15.086
Kepler,Kepler-108 b,CONFIRMED,1,Unknown,294559170.0,46062328.0,,,,49183941850.0,47.4,669.0,5626.0,3.907,2.057,4239039805497605.5,,12.654
Kepler,K00858.01,CANDIDATE,0,Unknown,289897770.0,42009151.0,,,,13610148190.0,68.29,733.0,5697.0,4.46,0.903,858935155574230.5,,15.06
Kepler,K00859.01,FALSE POSITIVE,0,Unknown,286243560.0,42148811.0,,,,10443319910.0,46.94,667.0,4947.0,4.516,0.802,385226697914950.9,,15.546
Kepler,Kepler-707 b,CONFIRMED,1,Unknown,290007570.0,42116459.0,,,,2237489571.0,427.17,1160.0,5265.0,4.58,0.81,504154374464615.2,,
Kepler,K00862.01,FALSE POSITIVE,0,Neptune+,284087310.0,42233231.0,14.62,105.96286396724892,0.18694762170192125,5851520671.0,155.89,901.0,5532.0,4.53,0.806,608413398255602.6,,15.33
Kepler,Kepler-708 b,CONFIRMED,1,Unknown,293816470.0,42212502.0,,,,3167893418.0,526.23,1221.0,5895.0,4.503,0.94,1067065171383332.1,,15.533
Kepler,Kepler-244 b,CONFIRMED,1,Unknown,287242680.0,42301369.0,,,,4311780262.0,274.84,1038.0,5527.0,4.484,0.927,801894669595123.9,,15.604
Kepler,K00865.01,CANDIDATE,0,Unknown,291583770.0,42368160.0,,,,119020704400.0,,366.0,5453.0,4.342,1.062,997220101526645.5,,15.085
Kepler,K00866.01,FALSE POSITIVE,0,Unknown,291671720.0,42343109.0,,,,2861159894.0,797.1,1355.0,6126.0,4.458,1.021,1468112897699762.0,,15.618
Kepler,Kepler-82 b,CONFIRMED,1,Unknown,292873380.0,42966141.0,,,,26444393370.0,23.54,562.0,5427.0,4.463,0.929,748636011908444.5,,15.158
Kepler,Kepler-712 b,CONFIRMED,1,Unknown,294909730.0,42935261.0,,,,21022506080.0,17.48,521.0,5067.0,4.585,0.75,370788404293755.56,,15.859
Kepler,Kepler-28 b,CONFIRMED,1,Unknown,292137020.0,42429420.0,,,,5912273234.0,27.72,585.0,4072.0,4.696,0.57,89326596857319.0,,15.036
Kepler,K00871.01,CANDIDATE,0,Neptune+,291119690.0,42507069.0,22.94,157.5151038756727,0.07193667125904393,12940668656.0,64.64,723.0,5875.0,4.572,0.809,779701782363525.5,,15.215
Kepler,K00120.01,FALSE POSITIVE,0,Unknown,294401920.0,50172089.0,,,,20545237500.0,71.57,742.0,5670.0,4.206,,,,
Kepler,Kepler-46 b,CONFIRMED,1,Unknown,289268740.0,42604172.0,,,,33601233710.0,14.22,495.0,5149.0,4.447,0.93,607935443932520.5,,15.262
Kepler,Kepler-710 b,CONFIRMED,1,Unknown,291964170.0,42696140.0,,,,4347288783.0,449.79,1174.0,5754.0,4.345,1.122,1379955697973841.0,,15.024
Kepler,Kepler-246 b,CONFIRMED,1,Unknown,296483430.0,42663429.0,,,,4601811819.0,152.91,896.0,4986.0,4.496,0.833,428843764282628.1,,15.024
Kepler,Kepler-1729 b,CONFIRMED,1,Unknown,296693940.0,42626110.0,,,,4220965778.0,29.68,595.0,3837.0,4.747,0.517,57935970052226.555,,15.692
Kepler,K00876.01,FALSE POSITIVE,0,Neptune+,287884120.0,42832439.0,588.66,2738.298465003546,7.401088189425464e-05,6998099523.0,125.22,853.0,5612.0,4.566,0.829,681678678733298.0,,15.877
Kepler,Kepler-81 b,CONFIRMED,1,Unknown,293636960.0,42824970.0,,,,5954899930.0,38.52,635.0,4261.0,4.641,0.633,132085017125465.62,,15.019
Kepler,K00121.01,FALSE POSITIVE,0,Neptune+,294460880.0,38383461.0,63.66,386.7253473189575,0.008264395828496777,8811102200.0,904.92,1399.0,6200.0,3.8,,,,12.759
Kepler,Kepler-711 b,CONFIRMED,1,Unknown,297460020.0,42839920.0,,,,23589171430.0,13.34,487.0,4919.0,4.566,0.721,304353163101182.9,,15.316
Kepler,Kepler-109 b,CONFIRMED,1,Unknown,290392730.0,40284870.0,,,,6481633073.0,406.25,1145.0,5945.0,4.213,,,,12.365
Kepler,Kepler-716 b,CONFIRMED,1,Unknown,290393220.0,43363899.0,,,,10371689280.0,63.68,720.0,5121.0,4.457,0.888,542306781012953.1,,15.193
Kepler,Kepler-717 b,CONFIRMED,1,Unknown,292965550.0,43346390.0,,,,4408413310.0,398.0,1139.0,6007.0,4.457,0.961,1202478453158906.2,,15.662
Kepler,K00894.01,FALSE POSITIVE,0,Unknown,299001430.0,43399632.0,,,,7942617600.0,140.57,878.0,5811.0,4.521,0.926,977744710449712.0,,15.26
Kepler,K00882.01,FALSE POSITIVE,0,Neptune+,295835360.0,42943062.0,21.58,149.2675028829508,0.08188782214879851,1956811408.0,357.16,1109.0,5209.0,4.657,0.603,267702270109910.56,,15.533
