"toi","tid","tfopwg_disp","rastr","ra","decstr","dec","st_pmra","st_pmdec","pl_tranmid","pl_orbper","pl_trandurh","pl_trandep","pl_rade","pl_insol","pl_eqt","st_tmag","st_dist","st_teff","st_logg","st_rad","toi_created","rowupdate"
"6370.01","251705938","PC","03h06m10.12s","465421 820","+57d04m32.41s","570756 690","-80940 000","-113290 000","24599343863 860","29124 991","41750 000","73430000 000","164233 000","17119300 000","17920000 000","120907 000","5348940 000","60510000 000","39400 000","18900 000","03.05.2023 22:24","15.01.2025 12:03"
"6371.01","279725262","PC","03h30m27.3s","526137 440","+61d38m08.78s","616357 720","38290 000","-85970 000","24599343673 580","18597 817","11560 000","55790000 000","133278 000","2609660 000","11190000 000","120402 000","4315230 000","57510000 000","41900 000","13500 000","03.05.2023 22:24","22.08.2024 10:08"
"6372.01","115899725","PC","05h37m55.39s","844808 060","+35d17m40.98s","352947 170","-89640 000","-1411210 000","24599345779 230","65587 386","21960 000","13960000 000","25670 900","303163 000","6530000 000","113035 000","936289 000","43370000 000","46300 000","0.6600000","03.05.2023 22:24","22.08.2024 10:08"
"6373.01","286951368","PC","05h31m07.83s","827826 240","+60d23m12.37s","603867 690","-0.9030000","-72130 000","24599325785 340","49613 647","43180 000","60470000 000","142376 000","9166340 000","15320000 000","125799 000","7678990 000","65920000 000","41000 000","17200 000","03.05.2023 22:24","22.08.2024 10:08"
"6374.01","468501184","PC","00h55m29.35s","138722 980","+73d27m50.99s","734641 640","-49250 000","72150 000","24599332645 230","45944 948","34820 000","108460000 000","142928 000","4241830 000","12640000 000","127022 000","5157350 000","58900000 000","42400 000","13000 000","03.05.2023 22:24","22.08.2024 10:08"
"6375.01","390410937","PC","02h52m10.04s","430418 290","+63d38m22.28s","636395 210","43480 000","-30140 000","24599342439 600","30679 061","26450 000","71440000 000","150074 000","9210920 000","15340000 000","131429 000","9130000 000","66320000 000","41200 000","17000 000","03.05.2023 22:24","22.08.2024 10:08"
"6376.01","9441591","PC","04h34m50.32s","687096 550","+55d53m20.82s","558891 170","0.9960000","-35980 000","24599348223 570","47185 893","55760 000","38680000 000","125103 000","12743200 000","16640000 000","127346 000","8237540 000","60397000 000","38600 000","20600 000","03.05.2023 22:24","22.08.2024 10:08"
"6377.01","187532854","FP","05h11m28.63s","778693 020","+37d55m23.61s","379232 260","147370 000","-100080 000","24599348744 000","16513 066","0.8200000","17510000 000","95497 900","2313660 000","10860000 000","122059 000","5360170 000","58876000 000","41300 000","14700 000","03.05.2023 22:24","22.08.2024 10:08"
"6378.01","251594291","PC","03h03m16.75s","458198 030","+59d18m31.02s","593086 160","0.6450000","-17750 000","24599162312 190","129589 981","36830 000","167530000 000","119733 000","600440 000","7750000 000","134948 000","4895420 000","59250000 000","45200 000","0.9400000","03.05.2023 22:24","22.08.2024 10:08"
"6379.01","450308271","PC","04h45m59.04s","714960 060","+57d18m49.63s","573137 850","-72530 000","147510 000","24599361274 490","15057 127","0.2440000","53730000 000","121483 000","90075 900","4820000 000","128552 000","1738490 000","43350000 000","46500 000","0.6400000","03.05.2023 22:24","22.08.2024 10:08"
"638.01","78154865","FA","09h51m28.17s","1478673 600","-04d07m23.96s","-41233 230","-23790 000","140860 000","24585174279 300","0.4938260","11626 150","3105708 590","19402 770","86483392 030","24595345 540","89225 000","966355 000","60300000 000","44158 500","10852 400","23.04.2019 16:40","03.09.2025 16:00"
"6380.01","458890024","PC","03h13m50.23s","484593 070","+65d16m04.3s","652678 600","52010 000","-117230 000","24599339895 860","51404 883","19880 000","28960000 000","56614 900","767777 000","8240000 000","118123 000","2401080 000","51550000 000","44400 000","0.9300000","03.05.2023 22:24","22.08.2024 10:08"
"6381.01","470653603","PC","05h42m52.69s","857195 530","+44d40m12.02s","446700 050","54410 000","-258080 000","24599296343 930","89270 275","24090 000","23600000 000","45488 300","568769 000","7650000 000","107233 000","1495660 000","54920000 000","45600 000","0.8500000","03.05.2023 22:24","13.11.2024 12:03"
"6382.01","367522211","PC","05h13m59.98s","784999 210","+33d16m59.66s","332832 380","32750 000","-57010 000","24598947385 300","353712 924","19070 000","43760000 000","130539 000","38981 400","3910000 000","126924 000","7081250 000","67020000 000","43500 000","13200 000","03.05.2023 22:24","22.08.2024 10:08"
"6383.01","328513434","CP","04h01m41.93s","604246 950","+60d53m28.92s","608913 680","411340 000","-511910 000","24599335952 460","17904 917","12230 000","473150000 000","114109 000","316712 000","6600000 000","144506 000","1713190 000","34250000 000","47800 000","0.4600000","03.05.2023 22:24","27.09.2024 12:02"
"6384.01","16550540","PC","06h50m44.3s","1026845 960","+40d52m22.31s","408728 650","43150 000","-256380 000","24599595563 690","24810 218","15410 000","246730000 000","88712 200","435124 000","7150000 000","143940 000","2593410 000","36910000 000","46500 000","0.6000000","03.05.2023 22:25","30.01.2025 12:03"
"6385.01","16552586","PC","07h03m06.67s","1057777 730","+39d33m05.14s","395514 290","19320 000","20240 000","24599588474 470","28895 991","36470 000","135860000 000","187320 000","16195400 000","17670000 000","134358 000","12167100 000","64519000 000","41900 000","15100 000","03.05.2023 22:25","22.08.2024 10:08"
"6386.01","138344895","PC","05h41m34.16s","853923 230","+79d30m13.55s","795037 650","16470 000","0.6800000","24599586843 890","62663 565","13590 000","57200000 000","122751 000","524199 000","7490000 000","130817 000","7768550 000","63160000 000","43600 000","12200 000","03.05.2023 22:25","22.08.2024 10:08"
"6387.01","459982699","PC","17h05m17.23s","2563217 840","+64d55m48.36s","649300 990","71610 000","130560 000","24599618222 570","11669 652","0.5620000","281710000 000","127459 000","217929 000","6010000 000","149787 000","2403730 000","34520000 000","47600 000","0.4800000","03.05.2023 22:25","22.08.2024 10:08"
"6388.01","16776356","PC","08h11m54.94s","1229789 370","+38d20m46.08s","383461 340","-73050 000","-95650 000","24599621551 680","13940 614","0.9250000","91430000 000","200134 000","5914680 000","13730000 000","133476 000","5571870 000","54020000 000","44300 000","0.9800000","03.05.2023 22:25","22.08.2024 10:08"
"6389.01","239159011","PC","07h32m44.56s","1131856 750","+33d33m24.57s","335568 260","-26750 000","-32420 000","24599604861 100","158034 785","16480 000","70000000 000","146849 000","128934 000","5270000 000","127613 000","7916890 000","60392000 000","41400 000","14900 000","03.05.2023 22:25","22.08.2024 10:08"
"639.01","82362447","FP","08h17m00.03s","1242501 330","-47d39m07.03s","-476519 540","967580 000","-1023950 000","24585175606 770","28198 170","66112 780","1836310336 420","227557 300","318484 580","6058873 038","152474 000","1608400 000","36010000 000","48188 700","0.4410000","23.04.2019 16:40","29.10.2021 12:59"
"6390.01","318071201","PC","07h14m51.29s","1087136 920","+51d02m43.98s","510455 490","0.4490000","-45140 000","24599561201 710","52434 358","21900 000","81570000 000","157628 000","1642020 000","9970000 000","130320 000","8364980 000","61740000 000","42400 000","13700 000","03.05.2023 22:25","22.08.2024 10:08"
"6391.01","171922657","PC","06h28m21.87s","970911 300","+35d44m28.8s","357413 330","91650 000","-293160 000","24599586677 430","50134 500","34370 000","76270000 000","91986 000","2785090 000","11380000 000","129713 000","5136410 000","55059000 000","43600 000","10700 000","03.05.2023 22:25","11.03.2025 12:05"
"6392.01","88460991","PC","07h02m05.71s","1055237 950","+65d17m12.06s","652866 840","-11290 000","-292850 000","24599619218 150","69603 975","37340 000","62180000 000","119060 000","3025180 000","11610000 000","127094 000","6589660 000","58370000 000","42000 000","13600 000","03.05.2023 22:25","22.08.2024 10:08"
"6393.01","147821208","PC","09h24m58.49s","1412436 920","+68d47m17.93s","687883 130","220840 000","38070 000","24599610615 880","95315 703","26950 000","10950000 000","26254 700","390679 000","6960000 000","117801 000","1862290 000","50220000 000","45900 000","0.7700000","03.05.2023 22:25","22.08.2024 10:08"
"6394.01","309512152","PC","06h36m31.92s","991329 970","+40d22m11.31s","403698 070","98130 000","-106830 000","24599446849 790","130269 760","51600 000","103200000 000","165308 000","1105590 000","9030000 000","125085 000","6064910 000","58172000 000","41300 000","14600 000","03.05.2023 22:25","22.08.2024 10:08"
"6395.01","191998744","PC","06h55m12.7s","1038029 230","+45d19m27.14s","453242 060","-29350 000","-56940 000","24599586143 240","28140 328","43090 000","52470000 000","129040 000","51187000 000","23560000 000","114750 000","8969440 000","74878000 000","39800 000","22200 000","03.05.2023 22:25","06.01.2025 12:03"
"6396.01","73244652","FP","08h10m04.66s","1225194 010","+63d49m34.45s","638262 370","-0.6490000","-34650 000","24596000626 510","82100 724","13700 000","41900000 000","155396 000","1057930 000","8930000 000","118431 000","7204840 000","64270000 000","39700 000","19600 000","03.05.2023 22:25","16.05.2023 12:02"
"6397.01","359629653","PC","18h40m15.56s","2800648 400","+58d59m15.03s","589875 080","-63350 000","-60530 000","24599600186 740","16707 289","0.7070000","27580000 000","172506 000","2893660 000","11490000 000","131766 000","4303560 000","50410000 000","44300 000","0.9300000","03.05.2023 22:25","22.08.2024 10:08"
"6398.01","353586703","FP","06h26m04.39s","965182 940","+39d47m40.47s","397945 750","-28660 000","0.4840000","24599615992 040","30043 128","0.7140000","60000000 000","121874 000","618402 000","7810000 000","121953 000","5021700 000","64050000 000","44100 000","11700 000","03.05.2023 22:25","22.08.2024 10:08"
"6399.01","287207371","PC","07h23m05.96s","1107748 360","+65d28m20.67s","654724 070","57740 000","14260 000","24599602228 200","126427 441","79170 000","77470000 000","108159 000","2694700 000","11280000 000","131843 000","9589670 000","56050000 000","39400 000","17600 000","03.05.2023 22:25","22.08.2024 10:08"
"640.01","147977348","CP","06h38m56.3s","997345 940","-36d38m46.07s","-366461 300","-38720 000","49270 000","24592503381 290","50037 758","34390 000","73900000 000","197788 000","11501200 000","16220000 000","100367 000","3419970 000","64420000 000","39100 000","20900 000","06.05.2019 17:51","08.09.2024 10:08"
"6400.01","88999533","PC","08h12m46.13s","1231921 890","-04d14m51.76s","-42477 110","-0.3970000","-0.6890000","24599837807 150","50358 501","63910 000","39560000 000","150966 000","34038100 000","21270000 000","123490 000","15336500 000","74550000 000","38500 000","25700 000","03.05.2023 22:26","22.08.2024 10:08"
"6401.01","150470555","PC","07h50m29.54s","1176231 010","-33d30m29.73s","-335082 590","-40520 000","57050 000","24599836762 630","30199 448","21290 000","113190000 000","","","","126839 000","8483430 000","","","","03.05.2023 22:26","22.08.2024 10:08"
"6402.01","265076459","PC","08h28m39.08s","1271628 360","+02d42m37.58s","27104 400","50250 000","16200 000","24599860997 820","34053 234","17940 000","48040000 000","122640 000","6964300 000","14310000 000","122300 000","5528460 000","61110000 000","42600 000","13200 000","03.05.2023 22:26","22.08.2024 10:08"
"6403.01","94405787","PC","07h42m06.5s","1155270 730","-13d27m39.03s","-134608 410","-51290 000","0.7860000","24599793935 330","7426828 090","50520 000","117980000 000","95006 400","0.0343651","1190000 000","129298 000","5173630 000","59310000 000","44900 000","0.9800000","03.05.2023 22:26","22.08.2024 10:08"
"6404.01","141395223","PC","07h48m33s","1171374 860","-22d28m10.74s","-224696 510","-110080 000","152910 000","24599854632 130","37442 969","13780 000","69430000 000","89506 200","587809 000","7710000 000","124628 000","3127970 000","51140000 000","44500 000","0.9200000","03.05.2023 22:26","22.08.2024 10:08"
"6405.01","142908390","PC","07h57m01.8s","1192574 960","-20d27m49.04s","-204636 230","-212650 000","-44590 000","24599801709 420","67392 054","0.8390000","51800000 000","87379 500","44857 500","4050000 000","122657 000","1903150 000","45570000 000","45200 000","0.7700000","03.05.2023 22:26","22.08.2024 10:08"
"6406.01","31605271","PC","08h31m33.67s","1278902 760","-00d32m07.23s","-0.5353410","-136140 000","-107090 000","24599841344 290","22314 165","12550 000","176120000 000","117385 000","1069770 000","8950000 000","130461 000","3221740 000","49561000 000","45900 000","0.7500000","03.05.2023 22:26","22.08.2024 10:08"
"6407.01","97925605","PC","07h11m23.63s","1078484 390","-33d04m14.11s","-330705 870","49220 000","-0.3370000","24599736812 740","89913 818","69050 000","33200000 000","109120 000","4672930 000","12950000 000","121158 000","6716650 000","58630000 000","39200 000","18800 000","03.05.2023 22:26","22.08.2024 10:08"
"6408.01","452867348","PC","08h02m18.34s","1205764 160","+02d30m16.96s","25047 110","158290 000","-322700 000","24599860957 590","80924 283","20470 000","217010000 000","110971 000","80575 000","4690000 000","139983 000","2684990 000","38210000 000","45800 000","0.6900000","03.05.2023 22:26","22.08.2024 10:08"
"6409.01","97279971","PC","07h05m48.03s","1064501 370","-35d15m22.09s","-352561 370","-28250 000","50190 000","24599873560 290","15304 279","29510 000","94990000 000","191928 000","40377200 000","22200000 000","122411 000","7344560 000","64760000 000","40900 000","17200 000","03.05.2023 22:26","22.08.2024 10:08"
"641.01","49079670","APC","06h44m17.21s","1010717 000","-23d49m09.07s","-238191 870","-314050 000","236860 000","24592236415 880","18930 707","13390 000","6300000 000","31178 800","5242890 000","13330000 000","99037 700","1340430 000","56460000 000","44000 000","10400 000","06.05.2019 17:51","08.09.2024 10:08"
"6410.01","142916753","PC","07h57m20.95s","1193372 940","-18d45m32.11s","-187589 190","-67220 000","-0.2240000","24599793073 110","51491 091","46670 000","87190000 000","128079 000","11043800 000","16060000 000","126159 000","8395130 000","66480000 000","42500 000","14600 000","03.05.2023 22:26","22.08.2024 10:08"
"6411.01","106829921","PC","07h21m06.03s","1102751 320","-26d47m58.36s","-267995 450","0.7680000","66700 000","24599875656 050","82165 446","34380 000","53040000 000","73300 500","1728430 000","10100000 000","130750 000","6535570 000","61140000 000","44300 000","10900 000","03.05.2023 22:26","22.08.2024 10:08"
"6412.01","176082442","PC","08h05m57.28s","1214886 870","-18d22m59.79s","-183832 740","-18480 000","-47600 000","24599816802 440","39802 888","13820 000","40730000 000","116985 000","1066780 000","8950000 000","131167 000","9342310 000","59910000 000","41200 000","15200 000","03.05.2023 22:26","22.08.2024 10:08"
"6413.01","170466784","PC","08h10m11.81s","1225491 900","-06d48m09.9s","-68027 510","-437530 000","-55970 000","24599741678 380","108310 228","15160 000","77280000 000","113849 000","120417 000","5180000 000","129494 000","4903360 000","55248000 000","44400 000","0.9800000","03.05.2023 22:26","07.02.2025 12:03"
"6414.01","169191182","PC","08h29m09.38s","1272891 010","-02d07m00.01s","-21166 700","-221890 000","-86820 000","24599877304 830","177607 727","44740 000","13910000 000","45258 900","710596 000","8080000 000","103377 000","2381130 000","61808000 000","42800 000","13100 000","03.05.2023 22:26","22.08.2024 10:08"
"6415.01","157050713","PC","06h59m01.63s","1047567 800","-36d21m39.82s","-363610 610","-13830 000","106980 000","24599816281 510","208380 576","35610 000","108750000 000","104977 000","376029 000","6890000 000","134164 000","6624790 000","61650000 000","44800 000","10300 000","03.05.2023 22:26","22.08.2024 10:08"
"6416.01","106626059","PC","07h20m39.67s","1101652 710","-27d39m40.45s","-276612 360","53340 000","61620 000","24599802023 690","82330 943","31720 000","298590000 000","","","","130970 000","8245100 000","","","","03.05.2023 22:26","22.08.2024 10:08"
"6417.01","95191643","PC","07h43m23.58s","1158482 640","-08d31m23.57s","-85232 140","47270 000","-84430 000","24599871019 040","33458 255","38210 000","60650000 000","148231 000","11205200 000","16110000 000","117024 000","5777530 000","60890000 000","40100 000","17500 000","03.05.2023 22:26","22.08.2024 10:08"
"6418.01","36022284","PC","07h52m00.99s","1180041 250","-11d24m44.75s","-114124 310","-148070 000","-11700 000","24599805191 310","46478 092","34540 000","92970000 000","117600 000","3124050 000","11710000 000","125598 000","4749400 000","55100000 000","42800 000","11900 000","03.05.2023 22:26","22.08.2024 10:08"
"6419.01","144037593","PC","08h26m24.67s","1266027 880","-23d53m26.91s","-238908 080","-40160 000","-0.3230000","24599815899 030","41604 540","25720 000","103490000 000","107050 000","3150100 000","11730000 000","129149 000","6496130 000","59630000 000","43400 000","11600 000","03.05.2023 22:26","10.02.2025 12:03"
"642.01","79292541","PC","06h56m13.39s","1040557 750","-20d03m09s","-200524 990","-97590 000","47560 000","24592272307 520","22786 049","19240 000","10500000 000","126809 000","109421000 000","28490000 000","94247 000","4722240 000","85500000 000","39300 000","26300 000","06.05.2019 17:51","15.08.2024 10:08"
"6420.01","143526233","PC","08h22m10.63s","1255443 040","-19d07m27.43s","-191242 850","-88470 000","18670 000","24599858483 490","69615 164","24030 000","64920000 000","106573 000","1066190 000","8950000 000","124877 000","6347120 000","59940000 000","42000 000","13700 000","03.05.2023 22:26","04.03.2025 12:03"
"6421.01","107617930","PC","07h24m36.76s","1111531 470","-25d04m18.34s","-250717 620","-30040 000","14370 000","24599858030 530","37507 780","31270 000","139420000 000","174249 000","9037490 000","15270000 000","132808 000","11828300 000","67510000 000","42200 000","15400 000","03.05.2023 22:26","22.08.2024 10:08"
"6422.01","140740440","PC","07h45m04.04s","1162668 410","-22d10m43.67s","-221787 970","54750 000","86660 000","24599855045 940","37521 603","21000 000","54730000 000","90120 400","2628220 000","11210000 000","126968 000","5778880 000","59170000 000","43200 000","11900 000","03.05.2023 22:26","22.08.2024 10:08"
"6423.01","141458054","PC","07h49m01.86s","1172577 610","-19d13m55.13s","-192319 800","-12680 000","16860 000","24599855585 930","13648 290","12500 000","46640000 000","158394 000","9578870 000","15490000 000","133579 000","13704700 000","63920000 000","40100 000","18500 000","03.05.2023 22:26","22.08.2024 10:08"
"6424.01","98159959","PC","07h12m47.99s","1081999 410","-32d31m12.22s","-325200 610","-58890 000","46300 000","24599849287 340","20396 825","24730 000","44290000 000","75049 400","20003900 000","18630000 000","132535 000","8738700 000","65590000 000","44000 000","12200 000","03.05.2023 22:26","22.08.2024 10:08"
"6425.01","107776260","PC","07h26m00.56s","1115023 160","-25d29m29.71s","-254915 860","-27620 000","36610 000","24599773890 040","121422 411","34530 000","45840000 000","117961 000","1104490 000","9030000 000","119634 000","7924020 000","67160000 000","40700 000","18300 000","03.05.2023 22:26","22.08.2024 10:08"
"6426.01","142420436","PC","07h54m26.39s","1186099 500","-19d39m25.13s","-196569 810","-15320 000","-91610 000","24599847416 970","38801 586","36560 000","81420000 000","127189 000","9832200 000","15600000 000","131896 000","9961190 000","63710000 000","42300 000","14300 000","03.05.2023 22:26","22.08.2024 10:08"
"6427.01","22972676","PC","07h17m46.22s","1094425 640","-40d53m09.79s","-408860 520","-162440 000","-0.2950000","24599619069 870","183725 610","48070 000","43110000 000","84072 500","566794 000","7640000 000","124642 000","6019410 000","58220000 000","40900 000","15300 000","03.05.2023 22:26","22.08.2024 10:08"
"6428.01","238914510","PC","06h15m57.74s","939905 740","-52d28m48.77s","-524802 130","-24000 000","0.3580000","24599867060 880","16763 835","15090 000","132720000 000","177371 000","7607880 000","14630000 000","131815 000","9728970 000","60870000 000","41300 000","15200 000","03.05.2023 22:26","22.08.2024 10:08"
"6429.01","348501452","PC","07h34m41.56s","1136731 530","-19d22m01.26s","-193670 180","-31720 000","112290 000","24599876208 910","24257 176","25810 000","18550000 000","83705 800","16779000 000","17830000 000","123056 000","8733010 000","66580000 000","40500 000","18500 000","03.05.2023 22:26","22.08.2024 10:08"
"643.01","432008938","FP","08h02m46.54s","1206939 300","-23d41m48.22s","-236967 270","1006190 000","-1950520 000","24585223493 210","96534 560","40093 700","430885649 000","72819 730","31265 702","3391460 758","137006 000","877731 000","33590000 000","49345 700","0.3150000","11.04.2019 19:30","29.10.2021 12:59"
"6430.01","50211272","PC","07h28m40.72s","1121696 680","-14d59m28.21s","-149911 690","-48470 000","50060 000","24599814284 150","36024 986","20550 000","207920000 000","98763 700","477872 000","7320000 000","143290 000","3332520 000","39670000 000","45900 000","0.6700000","03.05.2023 22:26","22.08.2024 10:08"
"6431.01","54141697","PC","07h52m33.27s","1181386 210","-12d06m29.71s","-121082 540","-34430 000","-31620 000","24599814098 450","35423 487","13500 000","34960000 000","84258 800","1512610 000","9770000 000","131583 000","7352520 000","61950000 000","43900 000","11500 000","03.05.2023 22:26","22.08.2024 10:08"
"6432.01","141933255","PC","07h51m35.64s","1178984 900","-21d23m16.81s","-213880 030","42200 000","0.7190000","24599843075 150","33561 690","14340 000","74420000 000","110376 000","1441580 000","9650000 000","127819 000","5523680 000","59410000 000","44100 000","10800 000","03.05.2023 22:26","22.08.2024 10:08"
"6433.01","266486214","PC","07h55m18.62s","1188275 770","+04d46m45.77s","47793 800","-0.6030000","26960 000","24592378882 960","96355 000","31780 000","43650000 000","97027 900","0.0147618","970000 000","113461 000","4097000 000","55890000 000","39900 000","16800 000","03.05.2023 22:26","14.01.2025 10:08"
"6434.01","32296259","PC","07h49m18.9s","1173287 320","-11d14m32.45s","-112423 470","-0.0990000","-280220 000","24599872393 520","27775 786","19000 000","42700000 000","45004 800","798073 000","8320000 000","122757 000","1280060 000","39820000 000","46000 000","0.6600000","03.05.2023 22:26","22.08.2024 10:08"
"6435.01","60189629","PC","07h26m15.28s","1115636 560","-44d35m42.44s","-445951 210","316420 000","-103650 000","24599870234 290","61161 423","14240 000","35880000 000","67040 800","539292 000","7540000 000","110464 000","2883770 000","58580000 000","42300 000","13100 000","03.05.2023 22:26","22.08.2024 10:08"
"6436.01","290415036","PC","08h33m32.91s","1283871 440","+01d42m24.84s","17069 010","-80200 000","-57740 000","24599768783 110","61879 019","24320 000","91680000 000","124998 000","1183390 000","9180000 000","126738 000","5684210 000","59255000 000","43300 000","11700 000","03.05.2023 22:26","22.08.2024 10:08"
"6437.01","139707575","PC","07h28m18.37s","1120765 600","-23d16m12.15s","-232700 420","-0.8700000","-47110 000","24599878382 060","83100 100","77540 000","56670000 000","182639 000","10975600 000","16030000 000","116147 000","8544850 000","66490000 000","37900 000","24800 000","03.05.2023 22:26","22.08.2024 10:08"
"6438.01","332383229","PC","08h03m08.18s","1207841 020","-12d23m54.31s","-123984 200","-297440 000","31890 000","24599800130 210","161268 294","20190 000","9740000 000","29287 000","71534 300","4550000 000","104099 000","930359 000","48330000 000","45600 000","0.7700000","03.05.2023 22:26","22.08.2024 10:08"
"6439.01","122981686","APC","07h52m36.98s","1181540 660","-04d20m06.27s","-43350 760","-10140 000","-32270 000","24599824732 460","29896 663","21680 000","139510000 000","195222 000","6403220 000","14010000 000","122879 000","8405110 000","66896000 000","41500 000","16700 000","03.05.2023 22:26","22.08.2024 10:08"
"644.01","63303499","FP","06h59m41.44s","1049226 830","-24d53m01.96s","-248838 770","-115290 000","279570 000","24592022959 870","19271 328","45530 077","5858978 628","23659 000","10876116 431","14646646 895","101940 000","2035320 000","59520000 000","","12500 000","06.05.2019 17:51","08.09.2024 10:08"
"6440.01","348297468","PC","08h04m04.31s","1210179 660","-17d27m33.21s","-174592 260","-47960 000","16400 000","24599821801 040","38190 051","11990 000","19070000 000","108225 000","1936730 000","10390000 000","115876 000","5464110 000","63790000 000","41300 000","16100 000","03.05.2023 22:26","22.08.2024 10:08"
"6441.01","422031406","PC","08h09m17.36s","1223223 370","-16d44m14.66s","-167374 050","-205560 000","92440 000","24599816577 150","45579 065","26210 000","153090000 000","111283 000","1166300 000","9150000 000","125605 000","2739910 000","49770000 000","45400 000","0.8100000","03.05.2023 22:26","22.08.2024 10:08"
"6442.01","97921547","CP","07h11m20s","1078333 350","-35d51m01.86s","-358505 180","-50570 000","64380 000","24599864093 660","28279 716","22370 000","148460000 000","185153 000","11183000 000","16110000 000","111007 000","4378550 000","67070000 000","41000 000","14800 000","03.05.2023 22:26","21.04.2025 12:03"
"6443.01","125563127","PC","07h39m37.05s","1149043 860","-25d27m55.61s","-254654 470","-59380 000","22060 000","24599710649 430","99872 075","28610 000","28840000 000","102877 000","1058680 000","8930000 000","118052 000","6447940 000","64530000 000","40700 000","17500 000","03.05.2023 22:26","22.08.2024 10:08"
"6444.01","97588014","PC","07h08m07.77s","1070323 610","-30d35m44.41s","-305956 690","-0.2270000","76830 000","24599783555 400","122925 281","53940 000","102990000 000","140235 000","1602070 000","9910000 000","133362 000","9912680 000","60190000 000","41400 000","14900 000","03.05.2023 22:26","22.08.2024 10:08"
"6445.01","323569398","PC","09h04m01.9s","1360079 110","+08d44m02.9s","87341 400","49180 000","-280070 000","24599659702 310","263926 606","18120 000","34470000 000","83382 500","29756 300","3650000 000","122099 000","3450360 000","55430000 000","44400 000","0.9900000","03.05.2023 22:26","22.08.2024 10:08"
"6446.01","122798633","PC","07h50m46.37s","1176932 040","-02d04m40.11s","-20778 090","69970 000","141450 000","24599838828 740","42240 015","16050 000","354940000 000","115236 000","151960 000","5500000 000","141224 000","2300660 000","37240000 000","46600 000","0.5900000","03.05.2023 22:26","22.08.2024 10:08"
"6447.01","347442932","FP","08h53m01.23s","1332551 400","-13d03m02.52s","-130506 990","-200930 000","91740 000","24599868200 980","0.6646521","12720 000","71970000 000","94480 300","36115300 000","21590000 000","133460 000","7075860 000","62560000 000","45500 000","0.9700000","03.05.2023 22:26","05.03.2025 12:03"
"6448.01","320411045","PC","07h20m40.9s","1101704 110","-33d55m20.38s","-339223 290","-81450 000","51020 000","24599716719 350","148442 674","27480 000","72450000 000","70509 900","281152 000","6410000 000","123239 000","3868790 000","59200000 000","45100 000","0.9600000","03.05.2023 22:26","11.12.2024 12:02"
"6449.01","168936945","PC","08h23m43.31s","1259304 550","-05d11m22.19s","-51894 960","-39140 000","-202800 000","24599841923 280","24404 127","13540 000","674960000 000","121385 000","194163 000","5840000 000","149728 000","2150050 000","33560000 000","47800 000","0.4500000","03.05.2023 22:26","22.08.2024 10:08"
"645.01","157568289","FP","07h07m04.18s","1067674 340","-36d46m14.88s","-367707 990","0.9340000","82740 000","24592509932 370","18361 503","41200 000","24700000 000","225152 000","339068000 000","37800000 000","104091 000","4145220 000","57105000 000","36000 000","24300 000","06.05.2019 17:51","21.05.2025 16:00"
"6450.01","47244580","PC","08h58m26.07s","1346086 210","-06d18m49.68s","-63138 010","-248770 000","46890 000","24599841686 200","36092 665","23760 000","69750000 000","66756 000","1538510 000","9810000 000","129007 000","2965830 000","48230000 000","45300 000","0.7900000","03.05.2023 22:26","16.12.2024 12:03"
"6451.01","150559728","PC","07h50m29.89s","1176245 260","-31d43m48.54s","-317301 500","-36380 000","24000 000","24599782776 060","54950 780","29620 000","55040000 000","100782 000","4696130 000","12960000 000","133935 000","10110800 000","68520000 000","42600 000","15000 000","03.05.2023 22:26","22.08.2024 10:08"
"6452.01","7562528","PC","07h37m17.99s","1143249 590","-11d44m14.35s","-117373 200","68640 000","-0.0050000","24599870788 770","52477 739","31380 000","66940000 000","85336 200","2394020 000","10950000 000","128743 000","5384700 000","56470000 000","43600 000","11000 000","03.05.2023 22:26","14.03.2025 12:03"
"6453.01","66242670","PC","07h17m05.76s","1092739 900","-24d08m12.18s","-241367 170","-13770 000","-12730 000","24599772560 940","68688 474","54180 000","44040000 000","128155 000","8546500 000","15060000 000","130537 000","13442500 000","66210000 000","39900 000","19800 000","03.05.2023 22:26","22.08.2024 10:08"
"6454.01","146413471","PC","08h15m39.11s","1239129 550","-29d58m19.04s","-299719 550","-121030 000","0.5640000","24599488185 660","225012 924","40550 000","37580000 000","50172 100","224230 000","6060000 000","110427 000","1824500 000","54430000 000","45100 000","0.9000000","03.05.2023 22:26","22.08.2024 10:08"
"6454.02","146413471","PC","08h15m39.11s","1239129 550","-29d58m19.04s","-299719 550","-121030 000","0.5640000","24599743841 050","109835 772","32600 000","22900000 000","36915 400","635296 000","7860000 000","110427 000","1824500 000","54430000 000","45100 000","0.9000000","03.05.2023 22:26","22.08.2024 10:08"
"6455.01","255588086","PC","06h27m26.79s","968616 350","-52d17m52.11s","-522978 080","-35640 000","-88560 000","24599636469 850","0.8970559","17688 635","27027874 118","158462 774","111754143 383","26223198 236","109421 000","4093930 000","58110000 000","37800 000","18475 800","18.05.2023 22:33","05.12.2024 16:02"
"6456.01","270456887","APC","09h00m33.53s","1351397 040","+01d23m24.49s","13901 370","-97110 000","-45830 000","24599638879 750","22685 932","24612 308","80928523 533","197806 144","20582136 559","17178781 799","118895 000","5303970 000","67630000 000","42300 000","13373 400","18.05.2023 22:33","04.02.2025 12:03"
