"toi","tid","tfopwg_disp","rastr","ra","decstr","dec","st_pmra","st_pmdec","pl_tranmid","pl_orbper","pl_trandurh","pl_trandep","pl_rade","pl_insol","pl_eqt","st_tmag","st_dist","st_teff","st_logg","st_rad","toi_created","rowupdate"
"1000.01","50365310","FP","07h29m25.85s","1123577 080","-12d41m45.46s","-126959 600","-59640 000","-0.0760000","24592296300 460","21713 484","20172 196","6568860 989","58181 633","226019485 814","31272040 524","96040 000","4857350 000","102490000 000","41900 000","21698 600","24.07.2019 15:58","09.09.2024 10:08"
"1001.01","88863718","PC","08h10m19.31s","1225804 650","-05d30m49.87s","-55138 520","-49560 000","-155550 000","24599879488 730","19316 462","31660 000","12860000 000","112154 000","444645000 000","40450000 000","94234 400","2958620 000","70700000 000","40300 000","20100 000","24.07.2019 15:58","03.04.2023 14:31"
"1002.01","124709665","FP","06h58m54.47s","1047269 660","-10d34m49.64s","-105804 550","-14620 000","-22490 000","24592246878 020","18675 574","14080 000","15000000 000","237529 000","28606100 000","20370000 000","92995 010","9431090 000","89240000 000","","57300 000","24.07.2019 15:58","11.07.2022 16:02"
"1003.01","106997505","FP","07h22m14.39s","1105599 450","-25d12m25.26s","-252070 170","-0.9390000","16400 000","24584933957 000","27432 300","31670 000","3834100 000","","11773600 000","16310000 000","93003 000","77281700 000","53885000 000","41500 000","","24.07.2019 15:58","23.02.2022 10:10"
"1004.01","238597883","FP","08h08m42.77s","1221781 950","-48d48m10.12s","-488028 110","-44960 000","93470 000","24599870472 620","35730 141","33700 000","7550000 000","113113 000","546793000 000","42600000 000","91355 000","3564370 000","92190000 000","41400 000","21500 000","24.07.2019 15:58","09.09.2024 10:08"
"1005.01","169904935","FP","08h02m49.15s","1207048 110","-11d06m05.48s","-111015 210","-269320 000","-29010 000","24599851568 550","45505 945","26540 000","37310000 000","71084 100","4147750 000","12570000 000","91309 000","1007110 000","56130000 000","","10900 000","24.07.2019 15:58","08.07.2025 10:08"
"1006.01","156115721","FP","08h17m26.22s","1243592 390","-27d16m24.68s","-272735 210","-291000 000","-68000 000","24592299845 790","25047 918","43797 563","22705402 194","86950 898","17509326 350","16498220 699","92386 000","","66160000 000","","15342 900","24.07.2019 15:58","29.10.2021 12:59"
"1007.01","65212867","PC","07h31m00.57s","1127523 930","-04d27m48.09s","-44633 590","0.3570000","33990 000","24592479306 950","69989 206","39530 000","28400000 000","147752 000","4487440 000","12820000 000","88775 900","2832910 000","65960000 000","37100 000","27000 000","24.07.2019 15:58","29.10.2021 12:59"
"1008.01","440801822","FP","07h17m31.88s","1093828 390","+13d23m42.79s","133952 190","-179000 000","13000 000","24602582361 220","20483 755","27670 000","4830000 000","31962 100","56444000 000","","89362 000","1442970 000","68585000 000","42000 000","15700 000","24.07.2019 15:58","08.12.2023 16:02"
"1009.01","107782586","PC","07h26m40.28s","1116678 450","-24d27m43.6s","-244621 110","-32970 000","48490 000","24592292309 240","19600 277","20065 257","17076272 693","","10633422 958","14564246 534","84331 000","8661470 000","88687000 000","","","24.07.2019 15:58","17.01.2024 10:08"
"101.01","231663901","KP","21h14m56.88s","3187370 120","-55d52m18.71s","-558718 630","126410 000","-160110 000","24583260091 170","14303 699","16165 994","189607122 944","131874 503","12812408 254","15259048 089","124069 000","3753100 000","56000000 000","44885 100","0.8907740","05.09.2018 18:49","06.09.2024 10:08"
"1010.01","139853601","FP","07h29m10.56s","1122939 810","-21d49m58.48s","-218329 120","-57460 000","45020 000","24592288781 010","0.6808702","24634 563","15078006 889","59115 908","871406995 884","43820266 062","84508 600","4851220 000","94380000 000","","10000 000","24.07.2019 15:58","29.10.2021 12:59"
"1011.01","114018671","PC","07h35m56.34s","1139847 610","-32d50m31.2s","-328419 990","1451020 000","-1349010 000","24599846277 680","24704 981","21910 000","2500000 000","14465 600","5755970 000","13640000 000","82388 000","526200 000","54137000 000","44600 000","0.9400000","24.07.2019 15:58","22.03.2023 16:02"
"1012.01","427508467","APC","07h48m22.87s","1170952 850","+06d47m06.23s","67850 640","-29900 000","-0.0290000","24592525095 950","0.8841820","16210 000","18900000 000","248132 000","1121440000 000","50980000 000","81271 800","2959590 000","89280000 000","39200 000","27200 000","24.07.2019 15:58","10.03.2023 12:02"
"1013.01","97700520","FP","07h09m08.66s","1072860 630","-31d56m00.68s","-319335 230","-39730 000","70610 000","24592322483 220","54255 548","39637 474","149396342 222","","2735880 696","10372753 045","76095 000","5102950 000","88687000 000","","","24.07.2019 15:58","29.10.2021 12:59"
"1014.01","96246348","FP","06h54m14.78s","1035616 020","-34d13m22.15s","-342228 200","-130630 000","97370 000","24599856570 410","14095 184","0.9484999","28415103 258","","16504220 710","16256180 218","76780 000","2246720 000","93070000 000","","","24.07.2019 15:58","20.11.2023 10:08"
"1015.01","155044736","FP","08h11m35.03s","1228959 640","-27d58m18.83s","-279718 960","15660 000","-179740 000","24599636100 650","13730 466","25708 515","13015065 338","421479 417","31606328 329","19123318 636","107069 000","9064960 000","48970000 000","","67996 101","01.04.2019 16:51","20.12.2023 16:02"
"1016.01","175310067","FP","07h44m26.59s","1161107 710","-36d05m53.83s","-360982 850","-92310 000","116140 000","24592388311 380","126889 415","79201 001","32328527 885","140608 342","4251594 177","11581310 368","106257 000","3686460 000","76010000 000","43100 000","15364 100","01.04.2019 16:52","09.09.2024 10:08"
"1017.01","182943944","FP","08h18m54.34s","1247264 110","-37d46m59.7s","-377832 500","-112780 000","95930 000","24585189653 600","11042 200","23700 000","141777000 000","210448 000","394593000 000","39260000 000","106019 000","4069970 000","69952000 000","40700 000","16100 000","24.07.2019 17:08","29.10.2021 12:59"
"1018.01","291555748","FP","07h26m51.84s","1117160 190","-50d15m59.64s","-502665 670","-80180 000","115600 000","24584927807 800","49591 200","25090 000","74400000 000","229123 000","6735500 000","14190000 000","106254 000","3605410 000","58890000 000","38600 000","20000 000","01.04.2019 16:52","29.10.2021 12:59"
"1019.01","341420329","PC","08h00m35.52s","1201479 940","-54d52m42.79s","-548785 520","-117320 000","25860 000","24592324468 640","52341 008","37078 139","207969416 293","242931 408","14536663 847","15748381 848","106348 000","3995440 000","76450000 000","43000 000","15620 300","24.07.2019 17:08","16.02.2024 10:08"
"102.01","149603524","KP","05h48m33.56s","871398 210","-63d59m17.98s","-639883 290","-156410 000","260460 000","24601879165 710","44119 378","36500 000","150620000 000","154706 000","6532520 000","14080000 000","97109 000","1756310 000","62800000 000","43209 200","12100 000","07.05.2019 17:42","03.10.2024 10:08"
"1020.01","140706664","FP","08h33m31.67s","1283819 760","-43d49m42.32s","-438284 210","-58140 000","43280 000","24585212910 800","32889 200","37930 000","105189000 000","","298326000 000","36610000 000","107173 000","9068270 000","87342000 000","41000 000","","24.07.2019 17:08","29.10.2021 12:59"
"1021.01","143994283","FP","07h57m12.18s","1193007 500","-42d59m56.94s","-429991 490","-32110 000","-150820 000","24584929042 900","19087 900","19090 000","6184820 000","33468 800","9858070 000","15610000 000","105551 000","2359740 000","60226000 000","45200 000","12200 000","24.07.2019 17:08","29.10.2021 12:59"
"1022.01","47384844","FA","10h51m51.58s","1629649 100","-05d47m19.35s","-57887 080","-157870 000","-118490 000","24585474480 000","30957 400","44750 000","3800000 000","34262 000","180879000 000","32300000 000","87292 400","1206660 000","60840000 000","41300 000","14100 000","04.06.2019 14:32","06.06.2023 12:02"
"1023.01","238374636","FP","08h03m21.05s","1208376 880","-51d20m44.25s","-513456 260","-233660 000","226520 000","24593033039 690","13214 483","34350 000","21800000 000","218839 000","356232000 000","38270000 000","96970 000","3163980 000","50508000 000","35600 000","29900 000","24.07.2019 18:44","07.12.2021 16:02"
"1024.01","141482386","FP","05h47m16.97s","868207 140","-72d25m21.4s","-724226 110","11280 000","115630 000","24583397227 600","180157 000","25240 000","6100000 000","216440 000","76436 400","4630000 000","100814 000","6922660 000","47090000 000","","76100 000","24.07.2019 18:44","29.10.2021 12:59"
"1025.01","297967252","PC","09h30m05.08s","1425211 590","-51d31m01.61s","-515171 140","-191530 000","110460 000","24585451498 040","96837 921","24006 056","42382399 008","","31763106 916","19146989 260","55324 000","1298380 000","85987000 000","","","24.07.2019 18:44","15.09.2024 12:02"
"1026.01","388624270","FP","08h21m44.31s","1254346 340","-51d45m33.99s","-517594 420","472280 000","-63250 000","24607208076 740","142628 757","69350 494","9132067 174","24765 813","1532069 421","9803628 831","99138 000","1056770 000","56900000 000","45800 000","0.8538980","11.06.2019 14:45","02.09.2025 16:00"
"1027.01","20318757","PC","11h08m31.99s","1671332 750","-29d39m11.29s","-296531 350","-875540 000","129920 000","24600378690 500","32834 565","15370 000","15580000 000","28764 800","1610920 000","9920000 000","102103 000","563449 000","42720000 000","46000 000","0.6800000","24.07.2019 18:44","05.06.2023 12:03"
"1027.02","20318757","PC","11h08m31.99s","1671332 750","-29d39m11.29s","-296531 350","-875540 000","129920 000","24600325332 500","110287 500","27150 000","16940000 000","27658 600","150463 000","5480000 000","102103 000","563449 000","42720000 000","46000 000","0.6800000","03.06.2021 22:37","01.09.2024 12:02"
"1027.03","20318757","PC","11h08m31.99s","1671332 750","-29d39m11.29s","-296531 350","-875540 000","129920 000","24600325730 400","50113 292","10240 000","12100000 000","25231 400","171793 000","5670000 000","102103 000","563449 000","42720000 000","46000 000","0.6800000","18.05.2023 23:08","05.06.2023 12:03"
"1028.01","447283466","FP","10h28m23.6s","1570983 370","-51d42m19.47s","-517054 090","306500 000","-339060 000","24585444806 600","10160 600","28430 000","2400000 000","12070 400","27840400 000","20230000 000","79059 000","237748 000","46340000 000","46400 000","0.6800000","24.07.2019 18:44","29.10.2021 12:59"
"1029.01","374908020","FP","05h54m57.38s","887390 900","-65d57m31.82s","-659588 390","","","24583658931 300","362221 400","51070 000","71700000 000","","","","68410 000","","","","","11.06.2019 14:45","07.12.2021 16:02"
"103.01","336732616","KP","20h49m49.8s","3124574 880","-24d25m43.3s","-244286 940","104260 000","156200 000","24583272525 600","35478 540","34943 330","104243718 000","145818 410","12120043 760","15048589 530","115232 000","4112110 000","63510000 000","42289 600","14000 000","05.09.2018 18:49","07.09.2024 10:08"
"1030.01","464296022","FP","10h23m19.55s","1558314 780","-57d35m24.89s","-575902 480","-261840 000","224890 000","24600547839 370","121246 519","46120 000","72790000 000","176729 000","2073200 000","10570000 000","95706 000","784127 300","48076000 000","41700 000","10700 000","24.07.2019 18:44","31.05.2023 10:10"
"1031.01","304021498","FP","09h23m32.13s","1408838 900","-67d01m33.62s","-670260 060","-239010 000","30300 000","24593048379 390","56526 230","34340 000","12500000 000","89435 400","27170600 000","20110000 000","97318 000","2707710 000","64154000 000","39800 000","19200 000","25.06.2019 15:58","19.09.2024 10:08"
"1032.01","146589986","PC","10h36m53.16s","1592215 060","-42d32m29.9s","-425416 390","-151500 000","64370 000","24592838286 850","56643 704","38087 395","34918232 968","147738 943","76576621 505","23858536 488","97611 000","5871960 000","103950000 000","41300 000","23383 701","24.07.2019 18:44","17.01.2024 10:08"
"1033.01","149601557","FP","05h49m07.82s","872825 860","-60d29m54.4s","-604984 440","89000 000","207000 000","24601951006 480","290160 175","53450 000","13890000 000","67740 600","332234 000","","100163 000","2199400 000","61131000 000","","20100 000","11.06.2019 14:45","03.06.2025 16:00"
"1034.01","400595342","FP","08h57m46.02s","1344417 520","-49d00m02.08s","-490005 780","-48370 000","41090 000","24607686174 270","36404 389","25339 234","4763077 321","37025 342","99412265 514","27830980 270","98174 000","3634400 000","98100000 000","44300 000","16077 600","24.07.2019 18:44","05.09.2025 10:08"
"1035.01","361413119","PC","09h36m36.07s","1441502 730","-61d34m59.46s","-615831 820","-95060 000","168970 000","24592868726 050","60744 477","24954 821","59825212 406","309493 217","14875644 344","15839398 898","101126 000","3475560 000","59640000 000","37000 000","24303 801","24.07.2019 18:44","09.07.2025 16:00"
"1036.01","146172354","PC","10h31m28.11s","1578671 120","-42d14m25.61s","-422404 480","109920 000","-577480 000","24600371722 730","37795 212","29520 000","27610000 000","59837 500","4665280 000","12940000 000","102855 000","1840150 000","57710000 000","43100 000","11800 000","24.07.2019 18:44","05.05.2023 16:02"
"1037.01","363260203","FP","09h49m32.44s","1473851 720","-63d18m23.32s","-633064 780","-196870 000","109530 000","24593311245 120","12025 238","19910 000","3900000 000","63110 600","2084770000 000","59520000 000","90211 000","2796980 000","91580000 000","43200 000","17400 000","24.07.2019 18:44","07.09.2024 10:08"
"1038.01","90544017","FP","08h33m49.11s","1284546 380","-49d56m25.25s","-499403 470","-155000 000","70000 000","24592733716 430","32235 985","21590 000","6800000 000","55134 100","20648000 000","","87157 000","2807650 000","89040000 000","40900 000","21700 000","24.07.2019 18:44","29.10.2021 12:59"
"1039.01","461867584","APC","09h58m45.25s","1496885 450","-58d45m37.63s","-587604 530","-64340 000","40980 000","24600312166 000","44201 250","39560 000","24660000 000","","","","85483 000","28643400 000","","","","24.07.2019 18:44","05.05.2023 16:02"
"104.01","231670397","KP","21h19m47.93s","3199496 970","-58d08m56.16s","-581489 330","105520 000","-106580 000","24601506086 770","40872 956","55861 130","35721712 499","136237 732","22423605 401","17550767 383","98638 000","3166780 000","60360000 000","39335 900","22186 699","05.09.2018 18:49","16.10.2023 16:02"
"1040.01","310483807","FP","08h34m27.41s","1286142 100","-61d29m17.74s","-614882 620","-117800 000","67250 000","24585206567 400","25555 500","15660 000","3400000 000","115901 000","35206800 000","21450000 000","83854 000","7324320 000","100370000 000","","60400 000","24.07.2019 18:44","29.10.2021 12:59"
"1041.01","385624852","FP","09h13m36.54s","1384022 520","-55d11m52.48s","-551979 100","-141890 000","142610 000","24592618012 160","83079 200","32280 000","83500000 000","431068 000","22762500 000","19240000 000","80981 000","3050340 000","90810000 000","38300 000","30500 000","24.07.2019 18:44","29.10.2021 12:59"
"1042.01","360286627","PC","09h27m54.05s","1419752 150","-61d19m48.14s","-613300 400","-115950 000","31390 000","24592813379 560","0.7580820","18184 632","5839318 100","101273 702","2162181005 011","54997476 332","97180 000","7926330 000","99170000 000","37500 000","35086 601","24.07.2019 18:44","09.07.2025 16:00"
"1043.01","90448944","FP","08h33m12.56s","1283023 190","-52d42m51.13s","-527142 020","-94960 000","146590 000","24599857704 250","14415 577","23490 000","5070000 000","36107 800","168618000 000","31740000 000","95719 000","2080550 000","69020000 000","42500 000","15200 000","24.07.2019 18:44","09.09.2024 10:08"
"1044.01","463402815","PC","10h15m14.65s","1538110 230","-58d45m59.01s","-587663 930","-144410 000","62140 000","24600371946 720","10085 089","16420 000","30510000 000","","","","100031 000","4946890 000","52152000 000","","","24.07.2019 18:44","11.05.2023 16:02"
"1045.01","54044474","FP","10h39m33.05s","1598877 040","-32d30m42.77s","-325118 800","-346090 000","146670 000","24593015441 260","37039 994","42770 000","75900000 000","175700 000","35461300 000","21490000 000","96306 000","3006960 000","70138000 000","42100 000","19000 000","24.07.2019 18:44","07.12.2021 16:02"
"1046.01","309787037","FP","08h25m40.67s","1264194 680","-60d54m27.05s","-609075 140","-15360 000","-99790 000","24601778671 950","13042 553","17060 000","9140000 000","93647 200","269447000 000","35690000 000","100119 000","3012980 000","67620000 000","41100 000","17500 000","24.07.2019 18:44","19.09.2024 10:08"
"1047.01","370745311","FP","09h38m19.57s","1445815 350","-67d30m18.35s","-675050 970","-354120 000","240840 000","24585447906 100","0.6262700","0.6660000","18800000 000","57216 200","32355700 000","21010000 000","102355 000","1349260 000","56220000 000","45000 000","0.9300000","24.07.2019 18:44","29.10.2021 12:59"
"1048.01","384549882","FP","09h06m06.65s","1365277 020","-54d54m14.12s","-549039 220","-108630 000","70630 000","24585183760 000","0.3041200","0.7480000","13300000 000","104170 000","2808330000 000","64130000 000","88020 000","4404260 000","118920000 000","41400 000","25200 000","24.07.2019 18:44","29.10.2021 12:59"
"1049.01","16288184","KP","16h55m04.52s","2537688 480","-28d42m38.1s","-287105 840","-85680 000","-55620 000","24593638213 930","21805 277","29691 750","163401353 205","168088 530","17704650 539","16544040 680","110657 000","3149950 000","65990000 000","42101 700","12714 601","15.07.2019 19:20","30.03.2022 16:02"
"105.01","144065872","KP","22h29m49.88s","3374578 240","-48d00m11.16s","-480030 990","919760 000","-68610 000","24590845850 100","21846 669","28652 800","117080228 549","137028 527","13621381 428","15494409 801","94995 000","1375440 000","56300000 000","43775 900","12382 400","05.09.2018 18:49","25.03.2025 16:00"
"1050.01","66818296","KP","15h59m50.94s","2399622 480","-28d03m42.46s","-280617 940","-81000 000","-96390 000","24593555456 300","37354 838","41420 000","170300000 000","212315 000","12921900 000","16700000 000","110261 000","4059080 000","66500000 000","41639 000","15700 000","15.07.2019 19:20","05.10.2022 10:10"
"1051.01","259863352","FA","02h41m27.83s","403659 390","-71d27m45.9s","-714627 490","1681700 000","-560400 000","24586577366 250","217016 690","82676 424","2116567 325","23751 494","520950 000","6852000 000","71278 000","531914 900","56250000 000","44380 000","15648 600","16.08.2019 20:20","17.09.2024 10:08"
"1052.01","317060587","CP","22h30m02.47s","3375102 740","-75d38m47.62s","-756465 610","-633270 000","-19420 000","24583329412 290","91398 040","30912 936","3584157 801","30629 855","2430117 630","10069932 829","90197 000","1298040 000","59582000 000","43400 000","15800 000","16.08.2019 20:20","24.07.2023 12:03"
"1053.01","112395568","FP","19h23m54.51s","2909771 170","-33d21m05.1s","-333514 160","-186920 000","-81920 000","24586579991 790","57426 250","28602 930","11057608 670","130885 320","","","88849 000","2637290 000","56640000 000","32657 400","38695 900","16.08.2019 20:20","19.09.2024 10:08"
"1054.01","366989877","CP","20h08m27.4s","3021141 740","-54d19m03s","-543175 010","15940 000","-159030 000","24601227001 390","155077 855","45650 000","5130000 000","24343 200","880718 000","8530000 000","84362 000","884343 000","61220000 000","43088 100","11700 000","16.08.2019 20:20","14.09.2023 16:02"
"1055.01","320004517","CP","19h33m08.79s","2932866 150","-54d31m57.82s","-545327 280","1084390 000","-826320 000","24586610627 110","174713 078","44284 819","11997541 483","35766 828","533700 317","6893568 807","80888 000","572651 000","57835400 000","44992 500","0.9746690","16.08.2019 20:20","01.10.2024 10:08"
"1056.01","421894914","PC","22h37m02.09s","3392587 030","-76d55m03.38s","-769176 050","97160 000","-201680 000","24583260624 240","53079 507","32158 594","3913830 934","30486 928","6032401 116","12639861 129","96663 000","1683540 000","61243000 000","43800 000","13696 300","16.08.2019 20:20","14.03.2024 16:54"
"1057.01","323132914","PC","08h31m59.26s","1279969 170","-78d24m27.23s","-784075 640","1177210 000","-245650 000","24586073509 010","511701 501","66641 048","8514547 808","29366 826","112148 229","4667322 968","94091 000","982855 000","55990000 000","44613 800","0.9433560","16.08.2019 20:20","05.12.2024 16:02"
"1058.01","31553893","PC","19h15m38.83s","2889117 720","-31d47m26.93s","-317908 130","32260 000","-163230 000","24586630231 290","111296 441","70473 822","9516169 809","128402 271","12556817 164","15182372 485","93781 000","3388310 000","57850000 000","43440 000","34475 601","16.08.2019 20:20","25.04.2024 10:08"
"1059.01","380783252","PC","17h58m51.48s","2697145 030","-60d55m21.82s","-609227 270","42970 000","-2074090 000","24601063375 190","94496 506","20210 000","197500000 000","170216 000","385799 000","6940000 000","97825 000","988783 000","55090000 000","43975 800","0.9400000","16.08.2019 20:20","16.10.2023 16:02"
"106.01","38846515","KP","04h35m50.36s","689598 160","-64d01m37.34s","-640270 390","108450 000","-0.4990000","24602016385 830","28493 825","35670 000","80490000 000","163869 000","20058300 000","18640000 000","103157 000","3644110 000","69000000 000","44380 000","17700 000","07.05.2019 17:42","16.11.2023 16:02"
"1060.01","101230735","APC","19h57m09.84s","2992909 950","-48d56m04.11s","-489344 760","22240 000","-146040 000","24601495362 260","20685 633","0.3730000","5020000 000","38973 900","244090 000","6190000 000","96652 000","1284910 000","56879000 000","46000 000","11400 000","16.08.2019 20:20","16.10.2023 16:02"
"1061.01","253990973","FP","18h58m45.34s","2846889 080","-41d14m32.94s","-412424 830","249780 000","-717900 000","24586542532 490","0.5409330","16743 370","2573474 590","22850 100","","","97345 000","1331710 000","55250000 000","42534 200","12193 500","16.08.2019 20:20","29.10.2021 12:59"
"1062.01","299799658","CP","02h32m29.03s","381209 680","-78d01m25.26s","-780236 830","1078470 000","307320 000","24601772004 290","41150 576","10800 000","4870000 000","23005 700","773573 000","8260000 000","94780 000","821733 000","53940000 000","45094 200","0.8900000","16.08.2019 20:20","16.10.2023 16:02"
"1063.01","406976746","PC","15h22m13.32s","2305554 930","-83d03m22.37s","-830562 140","-891250 000","-96000 000","24586293916 810","100665 238","24023 189","8399044 871","27272 824","548791 715","6941792 631","90689 000","611201 000","55520000 000","46178 300","0.7917420","16.08.2019 20:20","09.07.2025 16:00"
"1064.01","79748331","CP","19h44m00.94s","2960039 350","-47d33m43.31s","-475620 300","-34570 000","-1008910 000","24586566684 780","64438 657","19309 449","11219512 275","24603 440","608313 050","7122812 841","100059 000","680726 000","48030000 000","45207 900","0.7371890","16.08.2019 20:20","25.04.2024 10:08"
"1064.02","79748331","CP","19h44m00.94s","2960039 350","-47d33m43.31s","-475620 300","-34570 000","-1008910 000","24586644901 320","122265 595","21904 379","12063693 293","26014 766","258970 378","5753502 049","100059 000","680726 000","48030000 000","45207 900","0.7371890","16.08.2019 20:20","25.04.2024 10:08"
"1065.01","7088246","KP","19h05m28.02s","2863667 500","-50d04m02.46s","-500673 500","73150 000","-0.8620000","24586543479 940","21603 440","18288 540","193579929 920","225035 410","","","132851 000","6390040 000","57800000 000","43292 800","12000 000","16.08.2019 20:20","29.10.2021 12:59"
"1066.01","201604954","KP","19h00m23.16s","2850965 170","-54d53m36.03s","-548933 410","39900 000","-371900 000","24586578325 370","46061 840","31216 430","137930348 670","129622 190","","","119707 000","3538910 000","56700000 000","43925 000","10700 000","16.08.2019 20:20","29.10.2021 12:59"
"1067.01","201642601","KP","19h14m41.28s","2886720 050","-59d34m45.66s","-595793 500","31250 000","61460 000","24586569878 740","31316 735","24579 197","149156943 722","94995 191","1486544 991","8905622 134","131686 000","2636090 000","43510000 000","44380 000","0.7670100","16.08.2019 20:20","14.03.2024 16:54"
"1068.01","6663331","KP","18h57m35.94s","2843997 620","-49d08m18.65s","-491385 130","110960 000","-57640 000","24586566332 310","31803 620","21115 210","211924633 240","134464 870","","","132887 000","5353830 000","54980000 000","44793 400","0.9200000","16.08.2019 20:20","29.10.2021 12:59"
"1069.01","31858843","KP","19h17m55.01s","2894792 120","-32d51m36.45s","-328601 240","-167780 000","-318030 000","24601473787 640","29776 446","29620 000","130220000 000","144339 000","7583240 000","14610000 000","104293 000","1979960 000","57030000 000","42582 400","12200 000","16.08.2019 20:20","16.10.2023 16:02"
"107.01","92352620","KP","20h55m07.98s","3137832 390","-34d08m08.7s","-341357 510","263760 000","-449470 000","24601769933 340","39502 008","44440 000","139140000 000","205357 000","10093800 000","15700000 000","96433 000","2112110 000","61530000 000","41807 700","17100 000","05.09.2018 18:49","15.11.2023 16:02"
"1070.01","31858844","FP","19h17m54.85s","2894785 410","-32d51m40.78s","-328613 270","","","24586555792 410","29776 152","32569 700","432181116 830","268842 300","8732700 000","13865000 000","157114 000","","57400000 000","42921 900","12800 000","16.08.2019 20:20","29.10.2021 12:59"
"1071.01","120247528","KP","18h40m44.2s","2801841 690","-58d27m33.8s","-584593 880","-270940 000","-308970 000","24586553940 590","35544 026","20550 535","101648753 396","132006 770","5150014 435","12149876 435","115803 000","2901980 000","56390000 000","43717 200","11149 900","16.08.2019 20:20","29.08.2025 16:00"
"1072.01","140830390","FP","05h02m30.55s","756273 070","-72d54m50.39s","-729139 980","16790 000","327970 000","24592117321 460","128379 689","98464 123","105390192 794","254886 382","3741290 000","12250000 000","117106 000","7038780 000","57650000 000","43477 300","24494 000","16.08.2019 20:20","29.10.2021 12:59"
"1073.01","158297421","CP","19h09m56.26s","2874844 020","-49d39m53.79s","-496649 420","38270 000","48780 000","24590364728 120","39228 016","18736 007","315109004 906","133368 705","911675 890","7880973 496","136699 000","3006700 000","44440000 000","44380 000","0.6983000","16.08.2019 20:20","09.12.2021 10:10"
"1074.01","327301957","PC","20h43m02.64s","3107610 040","-72d00m36.96s","-720102 670","200310 000","421750 000","24586626526 850","139428 705","37522 756","10153955 430","24233 421","280927 293","5871759 148","106339 000","1073560 000","52060000 000","46309 500","0.7416710","16.08.2019 20:20","19.09.2024 10:08"
"1075.01","351601843","CP","20h39m53.09s","3099712 090","-65d26m58.92s","-654496 990","-997370 000","-599500 000","24586542495 030","0.6047392","10403 847","10276833 479","18625 587","5280253 155","12225973 095","111186 000","614592 000","40460000 000","46096 300","0.5803370","16.08.2019 20:20","09.09.2024 10:08"
"1076.01","360742636","KP","19h38m32.09s","2946336 940","-55d19m48.97s","-553302 690","53820 000","-381120 000","24586541632 570","25495 611","26173 308","149214021 936","129171 288","7571284 067","13378645 148","112474 000","2484600 000","56590000 000","44465 300","10399 700","16.08.2019 20:20","09.09.2024 10:08"
"1077.01","369960846","PC","11h35m14.59s","1738107 980","-88d05m46.37s","-880962 130","-227880 000","99770 000","24586541027 390","16062 693","19561 305","167253019 333","126436 029","8442700 581","13748018 137","134610 000","4636830 000","51920000 000","44617 000","0.9843260","16.08.2019 20:20","14.03.2024 16:54"
"1078.01","370133522","CP","20h27m42.88s","3069286 460","-56d27m44.23s","-564622 870","4244140 000","-12306200 000","24586541033 200","0.5182425","0.8565249","8318920 424","13485 121","2551405 815","10193295 979","101165 000","203730 000","33250000 000","48869 300","0.3909890","16.08.2019 20:20","09.09.2024 10:08"
"1079.01","379240073","PC","18h52m28.68s","2831194 920","-55d23m16.54s","-553879 280","-14790 000","-26770 000","24586563803 570","31644 075","20576 293","56034635 466","148814 743","22061550 476","17479490 013","131284 000","11792700 000","65190000 000","42206 800","17234 000","16.08.2019 20:20","29.02.2024 10:08"
"108.01","289793076","KP","21h07m50.76s","3169614 800","-26d05m48.19s","-260967 200","34790 000","-103130 000","24583280838 300","30440 541","25984 575","222360165 376","121086 799","3159871 326","10753184 542","131630 000","4218550 000","55230000 000","45219 200","0.8098680","05.09.2018 18:49","29.10.2021 12:59"
"1080.01","161032923","PC","18h25m28.4s","2763683 250","-52d12m52.46s","-522145 730","-2702930 000","-695520 000","24586540605 770","39652 485","10112 593","36807544 436","12305 102","52829 448","3866684 768","127067 000","255590 000","32960000 000","49663 600","0.1999880","16.08.2019 20:20","25.04.2024 10:08"
"1081.01","253728991","PC","18h48m33.7s","2821404 090","-40d06m42.37s","-401117 700","-52140 000","-59180 000","24586540261 190","29827 800","31095 280","61362316 620","114670 110","","","115247 000","3540500 000","60270000 000","42997 800","12397 500","16.08.2019 20:20","29.10.2021 12:59"
"1082.01","261108236","PC","05h33m06.19s","832758 090","-80d48m55.72s","-808154 780","-102820 000","456850 000","24586260856 960","163469 053","35865 698","22124257 252","35059 571","89995 944","4417489 067","118835 000","1002480 000","43100000 000","45734 500","0.6496130","16.08.2019 20:20","11.03.2024 10:08"
"1083.01","322270620","PC","19h47m17.33s","2968221 940","-87d19m22.12s","-873228 100","-826910 000","-2907160 000","24586279159 740","129802 953","25034 417","24072608 671","24241 912","47341 229","3762093 904","120936 000","689109 000","36140000 000","48125 700","0.4913230","16.08.2019 20:20","05.12.2024 16:02"
"1084.01","380589029","KP","17h55m33.77s","2688907 070","-61d44m50.64s","-617474 000","10310 000","-175770 000","24586539733 050","13484 961","24074 261","184637636 682","158824 638","27069606 225","18396713 042","122851 000","4941820 000","63460000 000","43848 400","11475 900","16.08.2019 20:20","09.09.2024 10:08"
"1085.01","381979901","APC","05h10m25.3s","776053 990","-59d32m08.39s","-595356 640","15840 000","177110 000","24600411750 970","32541 181","43410 000","136200000 000","149476 000","14364500 000","","116577 000","4440660 000","61020000 000","42864 900","12800 000","16.08.2019 20:20","12.07.2023 16:02"
