"pl_name","hostname","default_flag","disposition","disp_refname","sy_snum","sy_pnum","discoverymethod","disc_year","disc_facility","soltype","pl_controv_flag","pl_refname","pl_orbper","pl_orbsmax","pl_rade","pl_radj","pl_bmasse","pl_bmassj","pl_bmassprov","pl_orbeccen","pl_insol","pl_eqt","ttv_flag","st_refname","st_spectype","st_teff","st_rad","st_mass","st_met","st_metratio","st_logg","sy_refname","rastr","ra","decstr","dec","sy_dist","sy_vmag","sy_kmag","sy_gaiamag","rowupdate","pl_pubdate","releasedate"
"EPIC 201259803.01","EPIC 201259803","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","168420800 000","","551000 000","0.49200000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.431000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h21m31.74s","1703822 570","-03d03m39.72s","-30610 326","32563600 000","168090 000","129410 000","162552 000","05.09.2019","2019-09","05.09.2019"
"EPIC 201264302.01","EPIC 201264302","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","0.21220130000","","0.51900000","0.04630000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.188000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h18m23.31s","1695971 097","-02d59m29.03s","-29913 978","7189370 000","148980 000","103570 000","138198 000","05.09.2019","2019-09","05.09.2019"
"EPIC 201264302.01","EPIC 201264302","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","0.21219899000","","105000 000","0.09367473","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","3468.00","0.370000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h18m23.31s","1695971 097","-02d59m29.03s","-29913 978","7189370 000","148980 000","103570 000","138198 000","05.12.2015","2016-01","05.12.2015"
"EPIC 201264302.01","EPIC 201264302","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>","0.21219400000","","0.77000000","0.06900000","","","","","","","0","<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>","","3299.00","0.260000","","0.1550","[Fe/H]","5106 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h18m23.31s","1695971 097","-02d59m29.03s","-29913 978","7189370 000","148980 000","103570 000","138198 000","09.06.2016","2016-08","09.06.2016"
"EPIC 201270176.01","EPIC 201270176","0","CANDIDATE","Barros et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","157786430 000","","755000 000","0.67356588","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","4811.00","0.730000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h20m31.81s","1701325 248","-02d54m09.48s","-29026 339","29088300 000","126050 000","104010 000","122983 000","05.12.2015","2016-01","05.12.2015"
"EPIC 201270176.01","EPIC 201270176","1","CANDIDATE","Barros et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>","157771549 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","5163.00","1155 850","0.870000","","","4251 780","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h20m31.81s","1701325 248","-02d54m09.48s","-29026 339","29088300 000","126050 000","104010 000","122983 000","21.12.2016","2016-10","21.12.2016"
"EPIC 201270464.01","HIP 55390","1","CANDIDATE","Barros et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>","157771549 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","7333.00","2567 520","1660 000","","","3839 150","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h20m32.02s","1701334 170","-02d53m53.57s","-28982 132","30778400 000","91200 000","84380 000","90828 000","21.12.2016","2016-10","21.12.2016"
"EPIC 201274010.01","EPIC 201274010","1","CANDIDATE","Livingston et al. 2018","1","0","Transit","2018","K2","Published Candidate","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>","1301130000 000","","243000 000","0.21700000","","","","","","713.00","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","5347.00","0.880221","0.920000","","","4512 670","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","12h13m14.23s","1833092 954","-02d50m39.07s","-28441 860","50125700 000","140030 000","121940 000","138764 000","02.08.2018","2018-08","02.08.2018"
"EPIC 201291843.01","EPIC 201291843","1","CANDIDATE","Barros et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>","4070206194 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","3759.00","0.572892","0.565387","","","4674 270","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h53m40.88s","1784203 490","-02d34m18.39s","-25717 754","11895900 000","144180 000","105910 000","136506 000","21.12.2016","2016-10","21.12.2016"
"EPIC 201299088.01","EPIC 201299088","1","CANDIDATE","Mayo et al. 2018","1","0","Transit","2018","K2","Published Candidate","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","2120473900 000","","911013 939","0.81000000","","","","","","","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","","5154.00","1761 722","","-0.2600","[Fe/H]","3910 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","12h08m49.11s","1822046 312","-02d27m52.61s","-24646 145","57399100 000","119650 000","98000 000","117673 000","15.02.2018","2018-03","15.02.2018"
"EPIC 201324549.01","EPIC 201324549","0","FALSE POSITIVE","Crossfield et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>","251933400 000","","391000 000","0.34900000","","","","","","","0","<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>","","6283.00","1450 000","","","","4170 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h24m56.63s","1712359 519","-02d05m06.57s","-20851 597","47688400 000","122930 000","108900 000","121049 000","18.07.2016","2016-09","18.07.2016"
"EPIC 201324549.01","EPIC 201324549","0","FALSE POSITIVE","Crossfield et al. 2016","1","0","Transit","2016","K2","TESS Project Candidate","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","251940390 000","","765729 000","0.68313883","","","","","2193 440","","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","","6380.00","1760 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h24m56.63s","1712359 519","-02d05m06.57s","-20851 597","47688400 000","122930 000","108900 000","121049 000","05.02.2024","2017-07","05.02.2024"
"EPIC 201324549.01","EPIC 201324549","1","FALSE POSITIVE","Crossfield et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","251938600 000","","1960000 000","175000 000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","2030 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h24m56.63s","1712359 519","-02d05m06.57s","-20851 597","47688400 000","122930 000","108900 000","121049 000","05.09.2019","2019-09","05.09.2019"
"EPIC 201324549.01","EPIC 201324549","0","FALSE POSITIVE","Crossfield et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>","251881781 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","6380.00","1762 770","","-0.6700","[M/H]","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h24m56.63s","1712359 519","-02d05m06.57s","-20851 597","47688400 000","122930 000","108900 000","121049 000","21.12.2016","2016-10","21.12.2016"
"EPIC 201324549.01","EPIC 201324549","0","FALSE POSITIVE","Crossfield et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","251940780 000","","799000 000","0.71282006","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","7119.00","1720 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h24m56.63s","1712359 519","-02d05m06.57s","-20851 597","47688400 000","122930 000","108900 000","121049 000","05.12.2015","2016-01","05.12.2015"
"EPIC 201352100.01","EPIC 201352100","0","CANDIDATE","Livingston et al. 2018","1","0","Transit","2018","K2","Published Candidate","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","1338362900 000","","287289 326","0.26000000","","","","","","","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","","5216.00","0.815235","","0.1600","[Fe/H]","4700 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","12h16m08.43s","1840351 247","-01d40m25.54s","-16737 612","19419500 000","130020 000","107080 000","126813 000","15.02.2018","2018-03","15.02.2018"
"EPIC 201352100.01","EPIC 201352100","1","CANDIDATE","Livingston et al. 2018","1","0","Transit","2018","K2","Published Candidate","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>","1338382000 000","","270000 000","0.24000000","","","","","","608.00","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","5113.71","0.659730","0.860000","0.1920","[M/H]","4733 830","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","12h16m08.43s","1840351 247","-01d40m25.54s","-16737 612","19419500 000","130020 000","107080 000","126813 000","02.08.2018","2018-08","02.08.2018"
"EPIC 201357835.01","EPIC 201357835","1","CANDIDATE","Zink et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>","1189510000 000","","","","","","","","","","0","<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>","","5040.00","0.680000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","12h20m43.49s","1851812 113","-01d35m18.00s","-15883 337","44979000 000","127880 000","112710 000","126270 000","19.09.2019","2019-02","19.09.2019"
"EPIC 201359834.01","EPIC 201359834","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","4014010000 000","","2080000 000","186000 000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.716000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h32m42.02s","1731750 869","-01d33m31.62s","-15587 834","34259600 000","161530 000","125670 000","155853 000","05.09.2019","2019-09","05.09.2019"
"EPIC 201366540.01","EPIC 201366540","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","744330000 000","","273000 000","0.24400000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.724000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h14m56.82s","1687367 646","-01d27m43.99s","-14622 181","32887100 000","153740 000","121650 000","149430 000","05.09.2019","2019-09","05.09.2019"
"EPIC 201390927.01","EPIC 201390927","1","CANDIDATE","Livingston et al. 2018","1","0","Transit","2018","K2","Published Candidate","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>","263800000 000","","291000 000","0.26000000","","","","","","1313.00","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","4264.47","","","0.0784","[M/H]","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","12h18m20.48s","1845853 275","-01d05m56.20s","-10989 451","","148720 000","113900 000","144164 000","02.08.2018","2018-08","02.08.2018"
"EPIC 201392505.01","EPIC 201392505","1","CANDIDATE","Livingston et al. 2018","1","0","Transit","2018","K2","Published Candidate","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>","2747083000 000","","336000 000","0.30000000","","","","","","480.00","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","4947.03","0.749863","0.810000","-0.2022","[M/H]","4596 590","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","12h12m45.23s","1831884 790","-01d04m29.39s","-10748 315","27377300 000","136870 000","112820 000","133313 000","02.08.2018","2018-08","02.08.2018"
"EPIC 201407812.01","EPIC 201407812","1","CANDIDATE","Vanderburg et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","282681210 000","","4010000 000","357748 238","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","5736.00","0.980000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h36m10.58s","1740440 867","-00d50m26.55s","-0.8407078","64966600 000","121370 000","103990 000","118038 000","05.12.2015","2016-01","05.12.2015"
"EPIC 201427007 b","EPIC 201427007","1","CONFIRMED","Adams et al. 2021","1","1","Transit","2021","K2","Published Confirmed","0","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","0.72091000000","","150000 000","0.13382127","","","","","","","0","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","","5633.00","0.940000","","-0.0530","[Fe/H]","4400 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","12h18m24.51s","1846021 322","-00d33m04.64s","-0.5512886","70639100 000","143210 000","125810 000","141470 000","25.10.2021","2021-08","25.10.2021"
"EPIC 201441872.01","EPIC 201441872","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","444044000 000","","132000 000","0.11800000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","1053 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h34m24.06s","1736002 346","-00d20m04.45s","-0.3345702","24308400 000","118380 000","104840 000","119904 000","05.09.2019","2019-09","05.09.2019"
