"kepid","kepoi_name","kepler_name","koi_disposition","koi_pdisposition","koi_score","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_period","koi_time0bk","koi_impact","koi_duration","koi_depth","koi_prad","koi_teq","koi_insol","koi_model_snr","koi_tce_plnt_num","koi_tce_delivname","koi_steff","koi_slogg","koi_srad","ra","dec","koi_kepmag"
"10797460","K00752.01","Kepler-227 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","9488035 570","1705387 500","0.1460","295 750","6.16E+6","Feb.26","793.0","93.59","35.80","1","q1_q17_dr25_tce","5455.00","4.467","0.9270","291934 230","48141 651","15.347"
"10797460","K00752.02","Kepler-227 c","CONFIRMED","CANDIDATE","0.9690","0","0","0","0","54418382 700","1625138 400","0.5860","450 700","8.75E+6","Feb.83","443.0","09.Nov","25.80","2","q1_q17_dr25_tce","5455.00","4.467","0.9270","291934 230","48141 651","15.347"
"10811496","K00753.01","","CANDIDATE","CANDIDATE","0.0000","0","0","0","0","19899139 950","1758502 520","0.9690","178 220","1.08E+8","14.60","638.0","39.30","76.30","1","q1_q17_dr25_tce","5853.00","4.544","0.8680","297004 820","48134 129","15.436"
"10848459","K00754.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","1736952 453","1703075 650","Jan.60","240 641","8.08E+7","33.46","1395.0","891.96","505.60","1","q1_q17_dr25_tce","5805.00","4.564","0.7910","285534 610","48285 210","15.597"
"10854555","K00755.01","Kepler-664 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","2525591 777","1715955 500","0.7010","165 450","6.03E+6","Feb.75","1406.0","926.16","40.90","1","q1_q17_dr25_tce","6031.00","4.438","1.0460","288754 880","48226 200","15.509"
"10872983","K00756.01","Kepler-228 d","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","11094320 540","1712011 600","0.5380","459 450","1.52E+7","Mar.90","835.0","114.81","66.50","1","q1_q17_dr25_tce","6046.00","4.486","0.9720","296286 130","48224 670","15.714"
"10872983","K00756.02","Kepler-228 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4134435 120","1729793 700","0.7620","314 020","6.86E+6","Feb.77","1160.0","427.65","40.20","2","q1_q17_dr25_tce","6046.00","4.486","0.9720","296286 130","48224 670","15.714"
"10872983","K00756.03","Kepler-228 b","CONFIRMED","CANDIDATE","0.9920","0","0","0","0","2566588 970","1795543 700","0.7550","242 900","2.26E+6","Jan.59","1360.0","807.74","15.00","3","q1_q17_dr25_tce","6046.00","4.486","0.9720","296286 130","48224 670","15.714"
"6721123","K00114.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","7361789 580","1322505 300","1.1690","502 200","2.34E+6","39.21","1342.0","767.22","47.70","1","q1_q17_dr25_tce","6227.00","3.986","Jan.80","298864 350","42151 569","12.660"
"10910878","K00757.01","Kepler-229 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","16068646 740","1736219 370","0.0520","353 470","4.91E+7","May.76","600.0","30.75","161.90","1","q1_q17_dr25_tce","5031.00","4.485","0.8480","286999 480","48375 790","15.841"
"11446443","K00001.01","Kepler-1 b","CONFIRMED","CANDIDATE","0.8110","0","0","0","0","2470613 377","1227633 050","0.8180","174 319","1.42E+8","13.Apr","1339.0","761.46","4304.30","1","q1_q17_dr25_tce","5820.00","4.457","0.9640","286808 470","49316 399","11.338"
"10666592","K00002.01","Kepler-2 b","CONFIRMED","CANDIDATE","Jan.00","0","1","0","0","2204735 417","1213585 417","0.2240","388 864","6.67E+7","16.Oct","2048.0","4148.92","5945.90","1","q1_q17_dr25_tce","6440.00","Apr.19","Jan.20","292247 280","47969 521","10.463"
"6922244","K00010.01","Kepler-8 b","CONFIRMED","CANDIDATE","0.9980","0","0","0","0","3522498 429","1211194 228","0.6310","319 843","9.15E+7","14.59","1521.0","1264.67","1741.50","1","q1_q17_dr25_tce","6225.00","4.169","Jan.10","281288 120","42451 080","13.563"
"10984090","K00112.02","Kepler-466 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","3709214 104","1339831 800","0.0510","263 020","1.31E+6","Jan.16","1206.0","500.46","50.60","2","q1_q17_dr25_tce","5833.00","4.407","1.0220","295648 710","48495 560","12.772"
"10419211","K00742.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","11521446 064","1708396 880","Feb.30","363 990","1.80E+8","150.51","753.0","75.88","622.10","1","q1_q17_dr25_tce","5795.00","4.554","0.8480","297079 930","47597 401","15.472"
"10464078","K00743.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","19403937 760","1724842 530","0.8040","1221 550","8.92E+7","Jul.18","523.0","17.69","214.70","1","q1_q17_dr25_tce","5043.00","4.591","0.6800","289258 210","47635 319","15.487"
"10480982","K00744.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","19221388 942","1845521 637","1.0650","479 843","7.43E+8","49.29","698.0","55.97","2317.00","1","q1_q17_dr25_tce","6117.00","4.496","0.9470","295814 540","47690 350","15.341"
"10485250","K00745.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","16469837 740","1808817 610","0.2920","943 780","1.05E+8","Jul.94","595.0","29.61","303.40","1","q1_q17_dr25_tce","5152.00","4.517","0.7860","297154 420","47668 701","15.788"
"10526549","K00746.01","Kepler-660 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","9273581 730","1732581 550","0.3870","328 750","1.29E+7","Feb.47","649.0","41.85","87.20","1","q1_q17_dr25_tce","4856.00","4.583","0.6960","288138 240","47724 449","15.302"
"10583066","K00747.01","Kepler-661 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","6029303 290","1716029 590","0.2580","158 210","1.91E+7","Feb.85","678.0","50.04","65.40","1","q1_q17_dr25_tce","4537.00","4.648","0.6720","283710 880","47863 270","15.784"
"10583180","K00748.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","1","2696370 652","1707376 900","0.0440","361 290","3.98E+6","Jan.58","1066.0","305.34","48.20","1","q1_q17_dr25_tce","4989.00","4.504","0.8190","283765 470","47804 298","15.269"
"10601284","K00749.01","Kepler-226 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","5349553 819","1718069 400","0.0920","302 780","8.31E+6","Feb.55","919.0","168.99","60.60","1","q1_q17_dr25_tce","5185.00","4.440","0.9100","292376 130","47880 989","15.416"
"10601284","K00749.02","Kepler-226 b","CONFIRMED","CANDIDATE","0.9800","0","0","0","0","3941052 210","1360866 200","0.2260","259 840","3.63E+6","Jan.70","1018.0","253.15","28.90","2","q1_q17_dr25_tce","5185.00","4.440","0.9100","292376 130","47880 989","15.416"
"10601284","K00749.03","Kepler-226 d","CONFIRMED","CANDIDATE","0.9710","0","0","0","0","8109048 070","1328031 000","0.0250","359 600","2.17E+6","Jan.30","800.0","97.03","14.Oct","3","q1_q17_dr25_tce","5185.00","4.440","0.9100","292376 130","47880 989","15.416"
"2306756","K00113.01","","FALSE POSITIVE","FALSE POSITIVE","","0","1","0","0","386603052 800","1663420 790","0.9765","680 570","2.49E+8","41.50","297.0","Jan.84","994.00","1","q1_q16_tce","5543.00","Apr.81","Jan.00","292273 740","37671 558","12.394"
"10662202","K00750.01","Kepler-662 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","21676991 930","1715359 400","0.8960","345 550","8.57E+6","Feb.95","530.0","18.64","34.30","1","q1_q17_dr25_tce","4954.00","4.500","0.8280","290465 120","47929 180","15.377"
"10682541","K00751.01","Kepler-663 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4996779 680","1717420 800","0.7100","217 170","9.35E+6","Feb.78","917.0","166.95","28.20","1","q1_q17_dr25_tce","5339.00","4.552","0.8470","297808 260","47946 671","15.861"
"11460018","K00769.01","Kepler-671 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4280963 604","1718965 900","0.4240","287 500","7.51E+6","Feb.30","1012.0","247.87","61.80","1","q1_q17_dr25_tce","5644.00","4.564","0.8310","294265 810","49314 091","15.356"
"11463211","K00770.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","0","1506354 090","1709980 640","0.8600","151 550","2.21E+7","Apr.53","1452.0","1054.12","181.10","1","q1_q17_dr25_tce","5714.00","4.563","0.8310","295665 220","49351 009","15.525"
"11465813","K00771.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","670645531 000","2090435 500","0.7010","5341 200","1.81E+8","14.14","196.0","0.35","642.70","1","q1_q17_dr25_tce","5520.00","4.466","0.9830","296698 610","49316 479","15.207"
"11493732","K00772.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","61256362 800","1738382 600","Jan.80","763 300","5.12E+7","39.87","505.0","15.43","85.30","1","q1_q17_dr25_tce","6144.00","4.402","1.0910","283725 920","49479 519","15.250"
"11507101","K00773.01","Kepler-672 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","38377548 600","1728204 800","0.4680","558 800","7.24E+6","Feb.82","529.0","18.53","34.70","1","q1_q17_dr25_tce","5481.00","4.369","1.0360","291722 020","49480 869","15.172"
"10910878","K00757.02","Kepler-229 d","CONFIRMED","CANDIDATE","0.9920","0","0","0","0","41197255 020","1650040 400","0.0450","462 970","2.21E+7","Mar.86","439.0","Aug.76","51.20","2","q1_q17_dr25_tce","5031.00","4.485","0.8480","286999 480","48375 790","15.841"
"10910878","K00757.03","Kepler-229 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","6252962 249","1713012 600","0.1050","258 190","1.04E+7","Feb.65","823.0","108.30","47.10","3","q1_q17_dr25_tce","5031.00","4.485","0.8480","286999 480","48375 790","15.841"
"10987985","K00758.01","Kepler-665 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","16013084 190","1763608 000","0.7990","325 540","1.12E+7","03.Oct","593.0","29.31","33.20","1","q1_q17_dr25_tce","5015.00","4.499","0.8260","297025 630","48478 588","15.390"
"11018648","K00759.01","Kepler-230 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","32628766 720","1941019 000","0.0210","479 710","1.80E+7","Mar.36","506.0","15.55","80.00","1","q1_q17_dr25_tce","5586.00","4.560","0.7980","285718 540","48505 859","15.082"
"11018648","K00759.02","Kepler-230 c","CONFIRMED","CANDIDATE","0.9780","0","0","0","0","91773286 200","1938378 000","0.6060","647 300","6.52E+6","02.Dec","359.0","Mar.92","19.Oct","2","q1_q17_dr25_tce","5586.00","4.560","0.7980","285718 540","48505 859","15.082"
"11138155","K00760.01","Kepler-1976 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4959319 244","1722585 292","0.8310","222 739","9.80E+7","Dec.21","1103.0","349.40","696.50","1","q1_q17_dr25_tce","5712.00","4.359","1.0820","292167 050","48727 589","15.263"
"11152159","K00761.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","2701287 801","1706957 900","1.0160","338 270","8.60E+6","Jun.54","1222.0","527.81","48.30","1","q1_q17_dr25_tce","5550.00","4.468","0.9100","297923 650","48777 321","15.540"
"11153539","K00762.01","Kepler-666 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4498765 110","1713490 500","0.3120","373 620","4.60E+6","02.Oct","1133.0","389.62","29.50","1","q1_q17_dr25_tce","6075.00","4.486","0.9690","298456 850","48791 592","15.395"
"11242721","K00763.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","19651209 505","1794019 810","0.7230","525 140","1.18E+8","Dec.42","730.0","67.03","513.40","1","q1_q17_dr25_tce","6074.00","4.391","1.0630","291093 900","48933 842","15.536"
"9579641","K00115.01","Kepler-105 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","5412203 927","1331430 890","0.7870","294 720","6.02E+6","Feb.94","1093.0","337.68","166.70","1","q1_q17_dr25_tce","5779.00","4.339","1.0870","287887 330","46276 241","12.791"
"11304958","K00764.01","Kepler-667 b","CONFIRMED","CANDIDATE","0.9980","0","0","0","0","41439586 620","2089320 300","0.3550","1059 890","2.79E+7","May.50","516.0","16.72","141.10","1","q1_q17_dr25_tce","5468.00","4.367","1.0460","295555 050","49017 342","15.400"
"11391957","K00765.01","Kepler-668 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","8353895 230","1716325 700","0.0230","225 140","1.04E+7","Feb.52","790.0","91.90","43.40","1","q1_q17_dr25_tce","5592.00","4.582","0.7870","285499 240","49277 351","15.317"
"11403044","K00766.01","Kepler-669 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4125543 472","1697525 850","0.5970","317 440","1.49E+7","Apr.43","1243.0","565.35","128.60","1","q1_q17_dr25_tce","6174.00","4.417","1.1030","291936 160","49253 979","15.506"
"11414511","K00767.01","Kepler-670 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","2816504 904","1709676 846","0.1050","250 587","1.68E+8","Dec.21","1219.0","521.13","1406.80","1","q1_q17_dr25_tce","5532.00","4.452","0.9550","297015 470","49225 288","15.052"
"11442465","K00768.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","33933734 470","1866760 800","0.8120","1456 100","8.50E+7","Jul.34","430.0","08.Nov","236.10","1","q1_q17_dr25_tce","5040.00","4.628","0.7050","284172 330","49360 722","15.716"
"12110942","K00786.01","Kepler-680 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","3689920 099","1703657 100","0.1510","265 570","4.27E+6","Jan.89","1147.0","408.99","35.60","1","q1_q17_dr25_tce","5880.00","4.518","0.9170","291622 410","50618 240","15.242"
"12366084","K00787.01","Kepler-232 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4431238 488","1710150 000","0.4050","315 000","1.01E+7","Mar.25","1104.0","351.23","71.10","1","q1_q17_dr25_tce","5714.00","4.428","1.0150","295816 160","51121 738","15.367"
"12366084","K00787.02","Kepler-232 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","11379369 860","1338499 200","0.9110","262 550","1.02E+7","Mar.95","806.0","99.68","37.90","2","q1_q17_dr25_tce","5714.00","4.428","1.0150","295816 160","51121 738","15.367"
"12404086","K00788.01","Kepler-681 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","26394328 970","1760545 900","0.6020","357 300","1.51E+7","03.Jul","489.0","13.49","48.20","1","q1_q17_dr25_tce","5129.00","4.595","0.7630","289399 720","51250 320","15.234"
"8395660","K00116.01","Kepler-106 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","13570782 810","1362791 940","0.8660","335 390","5.12E+6","Feb.64","785.0","89.61","88.40","1","q1_q17_dr25_tce","5854.00","4.406","1.0120","300863 980","44337 551","12.882"
"9579641","K00115.02","Kepler-105 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","7125943 870","1390049 200","0.8980","300 140","1.92E+6","Jan.79","997.0","233.31","47.10","2","q1_q17_dr25_tce","5779.00","4.339","1.0870","287887 330","46276 241","12.791"
"11656840","K00774.01","","FALSE POSITIVE","FALSE POSITIVE","0.0140","0","1","0","0","7442652 004","1699717 797","0.1370","230 780","2.44E+8","15.Mar","967.0","206.78","835.60","1","q1_q17_dr25_tce","6108.00","4.469","0.9560","288986 820","49733 742","15.270"
"11754553","K00775.01","Kepler-52 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","16384899 880","1727278 200","0.0010","302 490","1.13E+7","Feb.00","433.0","Aug.35","28.90","2","q1_q17_dr25_tce","4126.00","4.661","0.6150","286738 040","49975 750","15.095"
"11754553","K00775.02","Kepler-52 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","7877416 300","1763759 000","0.0410","208 050","1.31E+7","Feb.16","553.0","22.18","38.70","1","q1_q17_dr25_tce","4126.00","4.661","0.6150","286738 040","49975 750","15.095"
"11754553","K00775.03","Kepler-52 d","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","36445400 100","1516012 500","0.0280","400 700","1.12E+7","Jan.99","332.0","Feb.88","21.70","3","q1_q17_dr25_tce","4126.00","4.661","0.6150","286738 040","49975 750","15.095"
"11812062","K00776.01","Kepler-673 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","3728732 147","1717932 550","0.5580","268 300","5.23E+7","06.Feb","1023.0","258.34","345.20","1","q1_q17_dr25_tce","5497.00","4.577","0.8090","290785 740","50054 119","15.523"
"11818800","K00777.01","","CANDIDATE","CANDIDATE","0.9990","0","0","0","0","40419503 700","1735646 900","0.9110","336 200","6.26E+7","Jul.51","467.0","Nov.29","36.90","1","q1_q17_dr25_tce","5446.00","4.507","0.7810","294316 860","50080 231","15.487"
"11853255","K00778.01","Kepler-674 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","2243380 573","1706792 330","0.9150","111 960","8.22E+6","Jan.99","822.0","107.60","38.90","1","q1_q17_dr25_tce","4149.00","4.698","0.5640","285176 210","50149 818","15.135"
"11909839","K00779.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","10405998 015","1771974 660","0.3240","650 360","1.45E+8","Nov.23","833.0","113.94","745.20","1","q1_q17_dr25_tce","5746.00","4.393","0.9240","289235 530","50241 001","15.562"
"11918099","K00780.01","Kepler-675 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","2337437 946","1717619 820","0.2800","199 820","9.71E+6","Feb.34","1070.0","311.16","82.40","1","q1_q17_dr25_tce","5005.00","4.595","0.7650","293833 310","50230 350","15.334"
"11918099","K00780.02","","CANDIDATE","CANDIDATE","0.9930","0","0","0","0","7240661 200","1377554 500","Jan.80","0.55800","5.56E+6","19.45","734.0","68.63","13.70","2","q1_q17_dr25_tce","5005.00","4.595","0.7650","293833 310","50230 350","15.334"
"9579641","K00115.03","","CANDIDATE","CANDIDATE","0.8710","0","0","0","0","3435916 310","1326624 000","0.6240","313 300","2.32E+5","0.55","1272.0","617.61","Aug.70","3","q1_q17_dr25_tce","5779.00","4.339","1.0870","287887 330","46276 241","12.791"
"11923270","K00781.01","Kepler-676 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","11598222 330","1803953 760","0.6790","252 370","2.80E+7","Feb.65","396.0","May.82","71.00","1","q1_q17_dr25_tce","3688.00","4.790","0.4730","296221 950","50287 220","15.937"
"11960862","K00782.01","Kepler-677 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","6575315 881","1736340 440","0.3900","430 840","2.79E+7","May.31","1015.0","251.38","221.10","1","q1_q17_dr25_tce","5992.00","4.415","0.9890","290098 050","50321 609","15.312"
"12020329","K00783.01","Kepler-678 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","7275040 844","1699942 170","0.5470","753 770","3.00E+7","Apr.86","833.0","113.64","312.10","1","q1_q17_dr25_tce","5485.00","4.556","0.8670","295455 290","50494 560","15.080"
"12066335","K00784.01","Kepler-231 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","19271538 920","1867709 300","0.0310","275 940","1.22E+7","Jan.93","393.0","May.66","37.10","1","q1_q17_dr25_tce","4077.00","4.702","0.5600","293973 360","50531 910","15.385"
"12066335","K00784.02","Kepler-231 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","10065243 170","1362890 600","0.6280","136 900","1.05E+7","Jan.91","488.0","13.43","30.30","2","q1_q17_dr25_tce","4077.00","4.702","0.5600","293973 360","50531 910","15.385"
"12070811","K00785.01","Kepler-679 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","12393565 100","1787472 500","0.8830","388 960","9.17E+6","Feb.66","677.0","49.68","35.80","1","q1_q17_dr25_tce","5557.00","4.603","0.7500","296021 330","50567 780","15.505"
"8395660","K00116.02","Kepler-106 e","CONFIRMED","CANDIDATE","0.9980","0","0","0","0","43844397 210","1519353 800","0.8520","680 200","6.15E+6","Feb.87","531.0","18.77","83.70","2","q1_q17_dr25_tce","5854.00","4.406","1.0120","300863 980","44337 551","12.882"
"3120431","K00798.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","3341913 228","1716394 300","Jan.30","381 300","7.25E+6","21.55","1032.0","268.67","39.00","1","q1_q17_dr25_tce","5295.00","4.551","0.8110","292315 950","38270 290","15.629"
"3246984","K00799.01","","FALSE POSITIVE","FALSE POSITIVE","0.7730","0","0","1","0","1626630 225","1698201 710","Jan.00","211 450","1.62E+7","32.43","1547.0","1355.88","103.60","1","q1_q17_dr25_tce","5735.00","4.410","0.9730","294368 190","38310 280","15.279"
"3342970","K00800.01","Kepler-234 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","2711504 086","1700341 700","0.0230","300 990","8.38E+6","03.Dec","1420.0","960.79","64.50","1","q1_q17_dr25_tce","6214.00","4.442","1.0760","291653 530","38494 659","15.541"
"3342970","K00800.02","Kepler-234 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","7212037 480","1728178 200","0.0120","404 910","9.50E+6","Mar.32","1025.0","260.58","51.50","2","q1_q17_dr25_tce","6214.00","4.442","1.0760","291653 530","38494 659","15.541"
"12459725","K00789.01","","FALSE POSITIVE","FALSE POSITIVE","","0","0","0","1","14179818 700","1715023 700","0.1601","250 500","4.60E+6","Jan.88","711.0","60.35","Nov.20","","","5799.00","4.539","0.8780","291044 800","51321 671","15.727"
"12470844","K00790.01","Kepler-233 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","8472379 110","1741621 200","0.0220","272 450","1.12E+7","Feb.59","751.0","75.44","47.60","1","q1_q17_dr25_tce","5354.00","4.587","0.7880","296366 520","51319 519","15.339"
"12470844","K00790.02","Kepler-233 c","CONFIRMED","CANDIDATE","0.9890","0","0","0","0","60418936 900","1811636 700","0.0940","503 900","9.31E+6","Feb.36","390.0","May.49","20.Oct","2","q1_q17_dr25_tce","5354.00","4.587","0.7880","296366 520","51319 519","15.339"
"12644822","K00791.01","Kepler-682 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","12611904 345","1808922 840","0.5500","514 970","6.11E+7","Jul.40","753.0","76.15","277.20","1","q1_q17_dr25_tce","5795.00","4.508","0.9190","289112 210","51737 381","15.140"
"2440757","K00792.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","1433769 925","1704035 360","Jan.80","188 680","1.98E+7","46.58","1920.0","3209.29","112.60","1","q1_q17_dr25_tce","6017.00","4.220","Jan.90","290843 690","37728 828","15.122"
"2445129","K00793.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","10318723 010","1733154 300","Jan.50","383 600","8.72E+6","28.59","876.0","139.26","38.20","1","q1_q17_dr25_tce","5927.00","4.409","1.0600","291848 910","37713 501","15.065"
"2713049","K00794.01","Kepler-683 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","2539183 147","1696749 400","0.2380","242 820","3.82E+6","02.Jun","1332.0","743.09","38.90","1","q1_q17_dr25_tce","5519.00","4.350","1.0620","291439 970","37905 659","15.026"
"3114167","K00795.01","Kepler-684 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","6770300 385","1705766 200","0.8380","208 440","1.30E+7","Feb.77","812.0","102.87","50.80","1","q1_q17_dr25_tce","5653.00","4.656","0.6790","290870 510","38273 628","15.591"
"3114661","K00796.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","1","0.444291966","1698654 060","Jan.80","207 920","1.10E+8","27.51","1836.0","2706.26","299.70","1","q1_q17_dr25_tce","5255.00","4.678","0.6360","290996 890","38284 920","15.748"
"3115833","K00797.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","10181584 004","1771418 910","0.9200","350 890","5.74E+7","Jul.73","812.0","102.91","183.60","1","q1_q17_dr25_tce","5988.00","4.541","0.8360","291281 950","38241 669","15.657"
"4139816","K00812.02","Kepler-235 d","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","20060363 360","1474655 400","0.5560","332 030","1.49E+7","Jan.96","361.0","Apr.00","35.20","2","q1_q17_dr25_tce","3950.00","4.754","0.4930","286079 130","39278 320","15.954"
"4139816","K00812.03","Kepler-235 e","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","46184203 900","1652372 900","0.0130","475 800","1.39E+7","Jan.83","273.0","Jan.32","26.00","3","q1_q17_dr25_tce","3950.00","4.754","0.4930","286079 130","39278 320","15.954"
"8395660","K00116.04","Kepler-106 d","CONFIRMED","CANDIDATE","0.9520","0","0","0","0","23980085 400","1475370 000","0.9500","535 100","1.04E+6","Jan.31","649.0","41.94","17.Oct","4","q1_q17_dr25_tce","5854.00","4.406","1.0120","300863 980","44337 551","12.882"
"4139816","K00812.04","Kepler-235 c","CONFIRMED","CANDIDATE","0.9940","0","0","0","0","7825021 680","1365499 500","0.7080","218 600","5.21E+6","Jan.20","494.0","14.May","15.90","4","q1_q17_dr25_tce","3950.00","4.754","0.4930","286079 130","39278 320","15.954"
"4275191","K00813.01","Kepler-688 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","3895936 525","1705275 520","0.5240","231 110","8.54E+7","Jul.34","1005.0","241.62","370.80","1","q1_q17_dr25_tce","5557.00","4.592","0.7740","294655 240","39308 361","15.725"
"4476123","K00814.01","Kepler-689 b","CONFIRMED","CANDIDATE","0.9990","0","0","0","0","22366464 660","1754586 200","0.4000","522 800","9.87E+6","Feb.32","536.0","19.45","32.10","1","q1_q17_dr25_tce","5395.00","4.615","0.7340","294710 630","39521 740","15.583"
"3351888","K00801.01","Kepler-685 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","1625522 174","1708266 564","0.0760","238 963","7.97E+7","Sep.73","1579.0","1467.41","799.70","1","q1_q17_dr25_tce","5539.00","4.322","1.1060","293871 920","38422 939","15.Jan"
"3453214","K00802.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","19620346 923","1818818 190","0.4580","200 380","2.17E+8","13.60","643.0","40.39","340.50","1","q1_q17_dr25_tce","5710.00","4.492","0.9050","293816 190","38563 568","15.562"
"3554600","K00803.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","1","0","1","0","7544039 000","1717982 000","1.1750","622 200","3.23E+6","17.47","838.0","116.46","14.20","2","q1_q17_dr25_tce","5657.00","4.567","0.8240","293941 160","38601 101","15.559"
"3641726","K00804.01","Kepler-1727 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","9029306 890","1772042 200","0.0240","314 490","1.02E+7","Feb.57","757.0","77.75","53.90","1","q1_q17_dr25_tce","5349.00","4.526","0.8200","290333 620","38728 230","15.387"
"3734868","K00805.01","","FALSE POSITIVE","FALSE POSITIVE","0.0530","0","1","0","0","10328035 714","1745810 540","0.2810","779 150","1.69E+8","13.28","843.0","119.31","636.80","1","q1_q17_dr25_tce","5627.00","4.359","1.0240","287696 750","38886 452","15.646"
"3832474","K00806.01","Kepler-30 d","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","143206304 700","1542355 200","0.3790","893 020","1.06E+8","Aug.90","308.0","Feb.14","138.80","2","q1_q17_dr25_tce","5485.00","4.556","0.8670","285283 630","38947 281","15.403"
"8395660","K00116.03","Kepler-106 b","CONFIRMED","CANDIDATE","0.9500","0","0","0","0","6164876 000","1356391 600","0.6460","326 200","5.58E+5","0.79","1021.0","256.35","14.40","3","q1_q17_dr25_tce","5854.00","4.406","1.0120","300863 980","44337 551","12.882"
"3832474","K00806.02","Kepler-30 c","CONFIRMED","CANDIDATE","0.7450","0","0","0","0","60324942 160","2438925 780","0.2240","661 880","2.03E+8","Dec.19","411.0","Jun.77","347.20","1","q1_q17_dr25_tce","5485.00","4.556","0.8670","285283 630","38947 281","15.403"
