"kepid","kepoi_name","kepler_name","koi_disposition","koi_pdisposition","koi_score","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_period","koi_time0bk","koi_impact","koi_duration","koi_depth","koi_prad","koi_teq","koi_insol","koi_model_snr","koi_tce_plnt_num","koi_tce_delivname","koi_steff","koi_slogg","koi_srad","ra","dec","koi_kepmag"
"10002266","K05750.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","12713689 090","1369328 000","0.1960","187 500","1.92E+6","01.Sep","700.0","56.78","Sep.80","1","q1_q17_dr25_tce","5715.00","4.586","0.7820","287562 470","46951 160","15.127"
"10004515","K05751.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","25263638 050","1393088 062","","272 000","","","","","","1","q1_q16_tce","","","","288731 690","46943 699","12.231"
"10004772","K05752.01","","FALSE POSITIVE","FALSE POSITIVE","0.9960","0","1","1","0","1391716 834","1320993 700","0.2330","142 100","4.10E+5","36.19","8346.0","1150147.99","Sep.70","1","q1_q17_dr25_tce","3749.00","0.833","59.6840","288855 680","46997 261","13.710"
"10006096","K05753.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","70516233 809","1428575 773","0.5870","409 296","3.30E+9","52.74","390.0","May.47","3168.80","1","q1_q17_dr25_tce","5511.00","4.531","0.7890","289499 180","46928 650","15.284"
"10007492","K05754.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","2645596 805","1337059 530","Jan.90","290 950","1.27E+7","167.05","2452.0","8539.63","166.80","1","q1_q17_dr25_tce","4980.00","3.167","May.30","290086 610","46945 202","12.375"
"10007916","K05755.01","","CANDIDATE","CANDIDATE","","0","0","0","0","388671550 000","2110496 000","0.0576","1170 100","3.71E+6","Jan.49","210.0","0.46","10.Oct","1","q1_q16_tce","5354.00","4.587","0.7880","290237 730","46980 042","14.829"
"10018364","K05756.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","105632729 700","2291273 427","","273 000","","","","","","1","q1_q16_tce","","","","294525 760","46994 301","13.568"
"7255910","K05376.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","274553579 000","1580863 000","0.1125","595 000","2.18E+6","Jan.66","322.0","Feb.55","Jun.70","1","q1_q16_tce","6267.00","4.334","1.1180","281282 620","42899 590","13.715"
"7256460","K05377.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","251023040 110","1942011 858","","311 000","","","","","","1","q1_q16_tce","","","","281593 720","42871 609","13.439"
"7258902","K05378.01","","FALSE POSITIVE","FALSE POSITIVE","","0","1","0","1","1807742 530","1329483 000","0.9062","263 700","5.93E+6","May.29","1822.0","2606.24","15.Oct","1","q1_q17_dr24_tce","5164.00","3.880","Jan.90","282780 360","42806 210","15.651"
"7282470","K05379.01","","CANDIDATE","CANDIDATE","","0","0","0","0","520655224 000","1605611 000","0.2674","1294 000","3.15E+6","Jul.58","401.0","06.Dec","14.40","1","q1_q16_tce","5227.00","3.321","Apr.30","291922 700","42892 921","12.518"
"7289139","K05380.01","","CANDIDATE","CANDIDATE","","0","0","0","0","369933550 000","1752820 000","0.1490","760 000","9.95E+6","Mar.24","270.0","Jan.25","15.80","1","q1_q16_tce","6158.00","4.453","1.0240","293961 460","42806 419","15.524"
"7345136","K05381.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","28736976 600","1538420 000","0.1108","158 600","5.25E+6","Jan.95","550.0","21.64","May.50","1","q1_q16_tce","5722.00","4.547","0.8540","285404 690","42907 589","15.642"
"7352727","K05382.01","","FALSE POSITIVE","FALSE POSITIVE","0.0070","0","0","1","0","2456490 610","1332145 200","0.1670","284 400","2.88E+6","14.14","3440.0","33039.62","21.00","1","q1_q17_dr25_tce","4870.00","2.486","Aug.10","288574 250","42913 288","10.450"
"7375100","K05383.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","98517831 980","1737083 904","","165 000","","","","","","1","q1_q16_tce","","","","295341 770","42995 800","14.037"
"8308639","K05503.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","457513348 000","1386556 000","0.9613","576 300","5.62E+6","25.18","512.0","16.21","Mar.90","1","q1_q16_tce","5047.00","2.966","Jul.10","294983 220","44217 911","13.853"
"8313697","K05504.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","224025899 240","3358214 821","","293 000","","","","","","1","q1_q16_tce","","","","296557 860","44283 100","15.496"
"8351919","K05505.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","323771530 000","1910744 000","0.0830","1757 000","3.54E+6","Jan.44","216.0","0.52","Oct.60","1","q1_q16_tce","5196.00","4.586","0.7840","285750 950","44356 979","14.458"
"8352009","K05506.01","","CANDIDATE","CANDIDATE","","0","0","0","0","641602040 000","1708404 000","0.3218","1676 200","2.37E+6","Jan.61","230.0","0.66","Oct.60","1","q1_q16_tce","6277.00","4.449","1.0310","285795 720","44350 510","14.152"
"8352016","K05507.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","40038961 300","1563579 400","0.3619","171 100","1.09E+6","0.95","517.0","16.85","May.70","1","q1_q16_tce","5701.00","4.437","0.9030","285799 470","44348 190","13.699"
"8364969","K05508.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","22571972 634","1450344 991","1.0560","400 349","7.93E+8","46.14","617.0","34.24","1040.10","1","q1_q17_dr25_tce","5645.00","4.431","0.8710","291597 380","44398 521","15.450"
"8378278","K05509.01","","CANDIDATE","CANDIDATE","","0","0","0","0","28406342 000","1330507 000","0.2208","259 800","2.24E+6","Jan.41","613.0","33.44","May.40","1","q1_q16_tce","6085.00","4.474","0.9360","296184 940","44342 991","15.423"
"8380743","K05510.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","1018861 199","1320725 200","0.3580","650 050","2.91E+9","93.47","2505.0","9299.20","911.30","1","q1_q17_dr25_tce","6225.00","04.Sep","Jan.20","296902 950","44351 231","14.039"
"9159461","K05630.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","80519237 000","1640077 000","0.1020","404 400","9.25E+5","01.Aug","476.0","12.Nov","Jul.20","1","q1_q16_tce","6251.00","4.378","1.1190","293755 190","45500 839","12.725"
"9164003","K05631.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","149356804 000","2781387 000","0.1627","1541 500","1.72E+6","Feb.92","560.0","23.18","14.00","1","q1_q16_tce","6569.00","3.842","Feb.30","295407 900","45535 233","13.825"
"9166700","K05632.01","","CANDIDATE","CANDIDATE","0.9280","0","0","0","0","264466625 000","1349674 900","0.1290","637 100","4.37E+6","Feb.61","346.0","Mar.41","27.00","1","q1_q17_dr25_tce","6551.00","4.337","Jan.60","296338 130","45545 109","11.154"
"9173014","K05633.01","","CANDIDATE","CANDIDATE","","0","0","0","0","151778840 000","2045209 000","0.1590","261 500","1.90E+6","Apr.35","616.0","34.01","Aug.20","1","q1_q16_tce","6328.00","3.634","3.1340","298113 650","45563 419","11.141"
"9178502","K05634.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","50477590 520","1417787 075","","202 000","","","","","","1","q1_q16_tce","","","","299638 150","45587 780","12.909"
"9178894","K05635.01","","CANDIDATE","CANDIDATE","","0","0","0","0","113993156 000","1711834 000","0.7026","772 100","6.97E+5","Feb.23","729.0","66.64","15.60","1","q1_q16_tce","7892.00","3.921","Feb.60","299743 870","45586 361","11.176"
"9180282","K05636.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","2791239 540","1319485 800","0.7090","284 300","1.55E+6","Feb.22","1771.0","2322.96","25.30","1","q1_q17_dr25_tce","6407.00","4.111","Jan.80","300119 020","45510 349","13.116"
"9181402","K05637.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","223317692 150","2336828 323","","354 000","","","","","","1","q1_q16_tce","","","","300414 950","45574 299","13.705"
"10023469","K05757.01","","FALSE POSITIVE","FALSE POSITIVE","0.0100","0","0","1","0","44637111 000","1572998 000","0.0290","586 800","2.82E+6","Jan.28","432.0","Aug.22","Sep.40","1","q1_q17_dr25_tce","5222.00","4.518","0.7800","296368 930","46957 821","15.292"
"10027861","K05758.01","","CANDIDATE","CANDIDATE","","0","0","0","0","102493119 000","1660094 000","0.9591","281 400","6.36E+6","Feb.70","317.0","Feb.37","Aug.30","1","q1_q16_tce","5166.00","4.583","0.7910","297664 370","46944 820","15.142"
"10064591","K05759.01","","CANDIDATE","CANDIDATE","","0","0","0","0","284942127 840","3595238 684","","320 000","","","","","","1","q1_q16_tce","","","","287094 120","47075 359","13.248"
"10074700","K05760.01","","FALSE POSITIVE","FALSE POSITIVE","","0","1","0","0","365620697 000","2389840 000","0.4173","3226 300","2.72E+8","Dec.75","215.0","0.50","671.10","1","q1_q17_dr24_tce","5273.00","4.531","0.7680","291626 190","47081 230","14.622"
"10083325","K05761.01","","CANDIDATE","CANDIDATE","0.9860","0","0","0","0","6132927 330","1319926 000","0.2250","156 100","5.87E+5","Jan.56","1379.0","854.43","Oct.00","1","q1_q17_dr25_tce","5877.00","3.941","2.0340","294973 300","47015 369","13.421"
"10090854","K05762.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","12630631 290","1367039 800","0.0170","221 200","3.01E+6","Jan.37","689.0","53.17","Sep.50","1","q1_q17_dr25_tce","5579.00","4.580","0.7980","297393 220","47011 459","15.633"
"10096697","K05763.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","191272501 000","2932441 000","0.5040","306 400","2.86E+6","Jan.59","310.0","Feb.18","May.80","1","q1_q16_tce","5727.00","4.430","0.9180","299025 180","47079 071","13.955"
"10098540","K05764.01","","CANDIDATE","CANDIDATE","","0","0","0","0","286022660 000","3737304 000","0.3591","1043 000","1.04E+7","02.Mar","180.0","0.25","Sep.80","1","q1_q16_tce","4368.00","4.624","0.6370","299584 630","47000 771","15.450"
"7377343","K05384.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","7954457 790","1354846 200","0.0210","460 120","6.27E+7","Sep.50","1064.0","303.36","228.40","1","q1_q17_dr25_tce","6217.00","4.306","Jan.60","295908 910","42988 209","14.406"
"7383840","K05385.01","","CANDIDATE","CANDIDATE","","0","0","0","0","331709180 000","3126153 000","78.4871","744 000","3.46E+7","6815.75","221.0","0.56","Sep.50","1","q1_q16_tce","5282.00","4.565","0.8050","297398 560","42991 539","15.540"
"7386200","K05386.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","575420020 000","3695923 000","0.1538","1722 000","4.02E+6","Jan.91","225.0","0.61","Nov.70","1","q1_q16_tce","6025.00","4.448","0.9490","297888 520","42993 031","14.693"
"7416016","K05387.01","","CANDIDATE","CANDIDATE","","0","0","0","0","297782820 000","2334002 000","0.2697","1838 000","3.92E+6","Jan.17","167.0","0.18","Oct.80","1","q1_q16_tce","4192.00","4.657","0.5900","280354 520","43056 671","14.587"
"7416306","K05388.01","","CANDIDATE","CANDIDATE","0.0860","0","0","0","0","137396194 000","1589242 000","0.5250","1761 000","1.55E+6","Mar.38","517.0","16.87","13.20","1","q1_q17_dr25_tce","5425.00","3.704","Feb.50","280521 330","43077 068","13.668"
"7416646","K05389.01","","CANDIDATE","CANDIDATE","","0","0","0","0","365739893 000","2785810 000","0.6206","121 800","3.01E+6","Jan.73","241.0","0.80","Apr.70","1","q1_q16_tce","5420.00","4.396","0.9530","280722 870","43065 472","12.962"
"7440715","K05390.01","","CANDIDATE","CANDIDATE","","0","0","0","0","104198102 000","1614469 000","0.3437","320 000","6.52E+6","May.13","497.0","14.46","Aug.90","1","q1_q16_tce","5087.00","3.759","2.0240","290507 050","43015 041","14.457"
"7456380","K05391.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","368727150 000","4343780 000","0.3411","506 000","4.27E+6","Jan.55","215.0","0.51","Jun.40","1","q1_q16_tce","5401.00","4.569","0.7490","295060 790","43058 811","14.598"
"8395870","K05511.01","","CANDIDATE","CANDIDATE","","0","0","0","0","74833577 000","1965293 000","0.1101","324 700","8.64E+5","Jan.68","590.0","28.65","Jun.40","1","q1_q16_tce","5933.00","3.953","Jan.70","300932 370","44344 540","12.395"
"8396288","K05512.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","8585287 200","1373966 200","0.0290","283 400","1.41E+7","03.Feb","777.0","85.95","Nov.00","1","q1_q17_dr25_tce","5488.00","4.570","0.8180","301055 180","44306 229","16.565"
"8414914","K05513.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","100303613 000","1767582 700","0.3880","1057 800","4.88E+9","78.77","421.0","Jul.41","354.70","1","q1_q17_dr25_tce","6060.00","4.397","1.0460","284520 870","44455 078","17.908"
"8415353","K05514.01","","CANDIDATE","CANDIDATE","","0","0","0","0","102100752 000","1489663 000","0.4920","200 900","1.94E+6","Feb.63","551.0","21.84","May.20","1","q1_q16_tce","6359.00","Apr.46","Jan.00","284764 400","44485 004","13.845"
"8429817","K05515.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","6263491 873","1348979 060","0.0480","0.85130","2.83E+7","Jun.46","1180.0","458.50","35.10","1","q1_q17_dr25_tce","6247.00","4.255","Jan.40","291452 270","44431 751","13.952"
"8432034","K05516.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","0.836200250","1319166 300","0.5600","371 270","3.31E+9","65.64","1932.0","3299.29","145.40","1","q1_q17_dr25_tce","5780.00","4.438","Jan.00","292305 940","44459 366","20.Mar"
"8432249","K05517.01","","CANDIDATE","CANDIDATE","","0","0","0","0","335431430 000","3951813 000","0.4062","1030 000","2.28E+6","07.Dec","468.0","Nov.31","Jun.80","1","q1_q16_tce","5172.00","3.315","Apr.10","292393 890","44476 212","13.938"
"8439618","K05518.01","","CANDIDATE","CANDIDATE","0.0000","0","0","0","0","558218860 000","4198232 000","0.0220","1355 600","1.54E+7","03.Oct","198.0","0.36","19.Oct","1","q1_q17_dr25_tce","5679.00","4.581","0.7940","295065 730","44477 032","15.326"
"9209981","K05638.01","","CANDIDATE","CANDIDATE","","0","0","0","0","290020020 000","1382587 000","0.5367","2387 000","1.72E+6","Jan.56","321.0","Feb.51","Jul.60","1","q1_q16_tce","6452.00","4.384","1.1480","288011 170","45687 160","14.737"
"9210738","K05639.01","","CANDIDATE","CANDIDATE","","0","0","0","0","279219570 000","1799274 000","0.6009","1001 500","3.34E+6","Apr.92","395.0","May.77","Oct.50","1","q1_q16_tce","5159.00","3.648","Feb.40","288401 820","45677 029","13.845"
"9214176","K05640.01","","CANDIDATE","CANDIDATE","","0","0","0","0","348665961 000","1658497 000","0.0873","384 900","3.91E+6","Sep.56","493.0","13.93","Oct.80","1","q1_q16_tce","5183.00","3.166","Apr.00","290153 140","45635 471","Dec.38"
"9216231","K05641.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","616341320 000","1541680 000","0.2800","1272 400","1.29E+7","02.Nov","131.0","0.07","Dec.50","1","q1_q16_tce","4197.00","4.659","0.5880","291032 440","45641 060","15.894"
"9217583","K05642.01","","CANDIDATE","CANDIDATE","","0","0","0","0","222280560 000","1318546 000","0.2151","303 500","2.72E+6","Feb.56","405.0","Jun.37","Aug.00","1","q1_q16_tce","6543.00","4.170","Jan.10","291574 550","45618 389","12.401"
"9220614","K05643.01","","CANDIDATE","CANDIDATE","","0","0","0","0","570018860 000","3750523 000","0.1946","352 000","4.28E+6","Jan.62","190.0","0.31","Jun.80","1","q1_q16_tce","5496.00","4.579","0.7900","292793 580","45687 859","14.441"
"9224514","K05644.01","","CANDIDATE","CANDIDATE","","0","0","0","0","378931391 060","2545741 017","","1411 000","","","","","","1","q1_q16_tce","","","","294260 190","45694 080","15.316"
"9229807","K05645.01","","CANDIDATE","CANDIDATE","","0","0","0","0","580853267 880","3862877 879","","1663 000","","","","","","1","q1_q16_tce","","","","296129 850","45681 862","15.927"
"10130646","K05765.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","390408320 000","2654360 000","0.0407","791 600","2.52E+6","0.63","115.0","0.04","Aug.50","1","q1_q16_tce","3659.00","4.858","0.4000","287429 530","47127 609","13.974"
"10132552","K05766.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","191528018 000","2609129 000","0.0258","234 200","1.72E+6","Jan.32","334.0","Feb.95","Jun.40","1","q1_q16_tce","6054.00","4.416","Jan.90","288355 500","47106 468","13.337"
"10132908","K05767.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","386599460 000","2212945 000","0.2307","330 500","3.81E+6","Jan.89","259.0","01.Jun","May.80","1","q1_q16_tce","6137.00","4.487","0.9630","288509 310","47120 701","14.790"
"10141271","K05768.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","0","15403276 500","1379906 000","0.6230","324 600","2.53E+6","Jan.32","626.0","36.41","Sep.20","1","q1_q17_dr25_tce","5272.00","4.508","0.7990","291909 610","47174 339","15.555"
"10146103","K05769.01","","CANDIDATE","CANDIDATE","0.8990","0","0","0","0","7580628 930","1328980 900","0.3820","348 400","8.61E+5","0.97","937.0","182.01","Oct.90","1","q1_q17_dr25_tce","5753.00","4.417","1.0410","293746 250","47154 060","14.498"
"10158715","K05770.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","61001109 500","1448461 400","0.7091","104 900","4.08E+6","Feb.55","536.0","19.57","Apr.60","1","q1_q16_tce","6418.00","4.395","1.1710","297720 640","47134 892","15.227"
"10161534","K05771.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","198232389 000","2947351 500","0.0297","191 900","4.16E+6","Feb.28","352.0","Mar.64","May.70","1","q1_q16_tce","6263.00","4.382","1.1130","298494 450","47187 271","13.991"
"7458433","K05392.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","1","0.660627150","1318646 000","Jan.80","456 000","2.48E+6","26.13","2327.0","6966.29","Jul.80","1","q1_q17_dr25_tce","6322.00","4.426","1.0750","295579 470","43063 560","14.162"
"7458743","K05393.01","","CANDIDATE","CANDIDATE","","0","0","0","0","248421771 000","2303790 000","0.7838","418 700","7.04E+6","18.92","579.0","26.64","Aug.80","1","q1_q16_tce","4895.00","03.Aug","Jun.80","295645 170","43065 338","13.586"
"7468295","K05394.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","456573400 000","2283838 000","0.1768","546 500","3.98E+6","Jul.88","413.0","Jun.88","Jul.60","1","q1_q16_tce","5002.00","3.216","4.0420","297687 040","43060 162","13.731"
"7516073","K05395.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","1","0","0","0","601137970 000","2266860 000","0.0570","1526 000","1.73E+6","Jan.81","254.0","0.99","Sep.90","1","q1_q17_dr25_tce","5786.00","4.155","Jan.80","287962 620","43132 195","13.170"
"7538450","K05396.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","1","0","0","0","344062480 000","4514323 000","0.9350","1560 000","1.36E+6","May.26","589.0","28.42","17.70","1","q1_q17_dr25_tce","7664.00","3.611","Mar.70","294804 570","43138 699","11.566"
"7539174","K05397.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","39943447 310","1705021 796","","171 000","","","","","","1","q1_q16_tce","","","","295001 530","43171 341","12.218"
"7539277","K05398.01","","CANDIDATE","CANDIDATE","","0","0","0","0","551223960 000","1857811 000","0.2134","589 600","5.71E+6","02.Oct","206.0","0.42","17.20","1","q1_q16_tce","5691.00","4.544","0.8870","295029 850","43129 421","14.465"
"7550875","K05399.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","466908240 000","1363731 000","0.0868","264 000","6.60E+6","Feb.19","210.0","0.46","May.40","1","q1_q16_tce","5340.00","4.456","0.8670","297654 360","43178 551","15.202"
"8442463","K05519.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","361309910 000","4697513 000","0.0802","1296 800","2.76E+6","07.Jul","422.0","Jul.50","Oct.60","1","q1_q16_tce","4911.00","3.354","Apr.90","295944 670","44445 938","13.851"
"8474892","K05520.01","","FALSE POSITIVE","FALSE POSITIVE","","0","1","0","0","199442413 400","2408521 000","1.1877","725 330","3.22E+8","56.11","344.0","Mar.32","486.40","1","q1_q16_tce","5869.00","4.288","1.1700","281763 120","44577 190","14.372"
"8480642","K05521.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","31591158 760","1625018 850","Jan.70","264 310","1.43E+7","72.91","783.0","88.84","83.50","1","q1_q17_dr25_tce","5178.00","3.714","Feb.50","285000 400","44544 991","13.687"
"8482513","K05522.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","356991350 000","2357367 000","0.2437","1703 000","7.48E+6","Feb.47","240.0","0.78","13.80","1","q1_q16_tce","5539.00","4.467","0.9130","286115 690","44592 941","15.684"
"8487777","K05523.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","96120478 000","1669531 000","0.5381","112 500","2.85E+6","02.Aug","460.0","Oct.62","Jun.00","1","q1_q16_tce","6038.00","4.245","1.1860","288925 050","44535 770","13.917"
"8495232","K05524.01","","FALSE POSITIVE","FALSE POSITIVE","0.5110","0","0","1","0","9636476 720","1349342 900","0.0460","299 900","4.76E+5","02.Feb","1243.0","565.04","11.Oct","1","q1_q17_dr25_tce","5125.00","3.631","Mar.70","291803 650","44534 592","12.162"
"8499922","K05525.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","45680876 000","1423574 000","0.2060","229 300","3.50E+6","14.50","1215.0","514.91","Mar.70","1","q1_q16_tce","4835.00","2.608","Jul.70","293662 450","44527 512","13.409"
"8505674","K05526.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","43169798 000","1590860 000","0.5639","968 600","1.21E+6","Jan.47","615.0","33.77","Jun.90","1","q1_q16_tce","5929.00","4.176","Jan.20","295580 600","44568 977","13.158"
"11444772","K05897.01","","CANDIDATE","CANDIDATE","","0","0","0","0","395943270 000","1836179 000","0.1116","1609 000","1.51E+7","Feb.53","172.0","0.21","14.50","1","q1_q16_tce","4596.00","4.630","0.6780","285705 410","49342 628","15.921"
"11444974","K05898.01","","CANDIDATE","CANDIDATE","","0","0","0","0","76379240 000","2050612 000","0.7333","0.64500","2.76E+6","Jan.73","406.0","Jun.41","May.70","1","q1_q16_tce","5451.00","4.404","0.9360","285829 830","49394 310","13.717"
"11446961","K05899.01","","CANDIDATE","CANDIDATE","","0","0","0","0","58669218 000","1686211 000","0.3320","371 200","1.69E+6","Jan.28","450.0","Sep.68","Oct.00","1","q1_q17_dr24_tce","5548.00","4.433","0.9860","287153 720","49331 970","13.899"
"11453930","K05900.01","","CANDIDATE","CANDIDATE","","0","0","0","0","355847310 000","4476570 000","0.1578","1668 000","1.24E+6","Jan.68","354.0","Mar.71","Sep.80","1","q1_q16_tce","6823.00","4.212","Jan.30","291145 320","49365 318","13.127"
"11456256","K05901.01","","CANDIDATE","CANDIDATE","0.9250","0","0","0","0","61611129 000","1338909 000","0.3640","1496 000","8.29E+5","Jan.29","597.0","30.02","22.00","1","q1_q17_dr25_tce","6533.00","4.227","Jan.60","292431 370","49368 561","12.332"
"11457664","K05902.01","","CANDIDATE","CANDIDATE","","0","0","0","0","150728285 000","2230487 000","0.2751","271 800","2.14E+6","Jan.27","321.0","Feb.51","May.60","1","q1_q16_tce","5778.00","4.544","0.8710","293163 090","49383 331","14.396"
"11465658","K05903.01","","CANDIDATE","CANDIDATE","","0","0","0","0","253790434 000","2675242 000","0.1412","370 200","6.04E+6","02.Jun","253.0","0.97","Jun.40","1","q1_q16_tce","5426.00","4.535","0.8500","296631 810","49363 312","15.327"
"11465869","K05904.01","","FALSE POSITIVE","FALSE POSITIVE","","0","0","0","0","322544807 000","2679262 000","0.0183","1123 600","8.80E+5","0.68","219.0","0.55","12.Oct","1","q1_q16_tce","5359.00","4.611","0.7410","296719 180","49359 940","11.697"
"11493378","K05905.01","","CANDIDATE","CANDIDATE","","0","0","0","0","35660616 700","1514719 632","","159 000","","","","","","1","q1_q16_tce","","","","283469 970","49416 962","13.951"
"11506938","K05906.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","22574947 490","1490961 700","Jan.10","3675 600","1.34E+7","49.49","860.0","129.25","302.60","1","q1_q17_dr25_tce","6581.00","4.192","Jan.80","291646 510","49493 408","11.612"
"11513366","K05907.01","","CANDIDATE","CANDIDATE","","0","0","0","0","587381620 000","1881143 000","0.6822","1197 300","8.64E+6","36.77","527.0","18.29","Dec.80","1","q1_q16_tce","4784.00","2.711","Nov.90","294729 550","49428 478","13.715"
"11513441","K05908.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","0","85569222 300","1880660 700","0.9800","495 400","5.39E+6","Jun.85","536.0","19.51","18.20","1","q1_q17_dr25_tce","5361.00","3.856","Jan.10","294762 700","49430 069","13.982"
"11520114","K05909.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","7079876 630","1316046 000","0.0340","258 900","3.10E+6","Jan.36","738.0","70.05","Oct.00","1","q1_q17_dr25_tce","4808.00","4.521","0.8060","297394 960","49484 940","15.975"
"11520465","K05910.01","","CANDIDATE","CANDIDATE","","0","0","0","0","91240335 000","1557237 000","0.1436","231 400","2.06E+6","Jan.75","494.0","14.Mar","May.70","1","q1_q16_tce","6493.00","4.305","Jan.50","297527 070","49404 499","13.890"
"11559493","K05911.01","","CANDIDATE","CANDIDATE","","0","0","0","0","357413820 000","3113642 000","0.1438","367 500","7.77E+6","03.Jan","283.0","Jan.52","Jun.70","1","q1_q16_tce","6233.00","4.412","1.0760","292077 880","49529 610","15.388"
"11598638","K05912.01","","CANDIDATE","CANDIDATE","","0","0","0","0","359854745 000","3056179 000","0.8071","342 900","3.02E+6","Feb.25","302.0","Jan.97","06.Oct","1","q1_q16_tce","6495.00","4.379","1.1680","284553 680","49684 700","13.728"
"11598894","K05913.01","","CANDIDATE","CANDIDATE","","0","0","0","0","89366114 000","2088930 000","0.3900","394 500","4.94E+6","Jan.97","391.0","May.54","Jun.30","1","q1_q16_tce","5861.00","4.522","0.8750","284748 470","49606 258","15.409"
"11599800","K05914.01","","FALSE POSITIVE","FALSE POSITIVE","","0","0","1","0","422255426 000","1606562 000","0.3769","497 400","1.94E+7","05.Sep","277.0","Jan.39","17.40","1","q1_q16_tce","6273.00","4.364","1.1390","285363 890","49629 608","15.170"
"11599937","K05915.01","","CANDIDATE","CANDIDATE","0.0240","0","0","0","0","37625903 900","1672207 200","0.4900","391 000","4.11E+6","Jan.81","519.0","17.13","Nov.70","1","q1_q17_dr25_tce","5874.00","4.542","0.8710","285459 170","49661 942","15.013"
"11600299","K05916.01","","CANDIDATE","CANDIDATE","","0","0","0","0","100414751 980","1341167 095","","172 000","","","","","","1","q1_q16_tce","","","","285691 100","49690 311","12.124"
"11601425","K05917.01","","CANDIDATE","CANDIDATE","0.7990","0","0","0","0","41993467 300","1438929 700","0.0460","322 600","2.94E+6","Jan.56","503.0","15.19","Sep.40","1","q1_q17_dr25_tce","5766.00","4.498","0.9150","286356 200","49690 128","14.847"
"11601633","K05918.01","","CANDIDATE","CANDIDATE","","0","0","0","0","94677820 000","1874731 000","0.3614","221 500","2.87E+6","Jan.46","353.0","Mar.67","May.90","1","q1_q16_tce","5360.00","4.503","0.8660","286496 860","49614 578","14.258"
"11601972","K05919.01","","CANDIDATE","CANDIDATE","0.1850","0","0","0","0","290196139 000","2648759 000","0.0170","1369 800","2.81E+6","Feb.35","341.0","Mar.20","15.70","1","q1_q17_dr25_tce","6238.00","4.224","Jan.30","286732 450","49683 189","13.511"
